z1,z2,id,s0_w,s1_w,weight_law,s0_name,s1_name,volume_occupied,homogenized_volume_occupied,n_points
0.0,61.5,0,1.0,1.0,none,blade_section_S0,blade_section_S1,27.371153772824567,27.371153772824567,20
