node_id,x,y,z,ux,uy,uz
62570,616.6666666666666,-17.25173611111111,54.33333333333333,-0.00014009328388854469,0.05052182491743838,0.06162210836663874
62571,616.6666666666666,-17.25173611111111,56.59722222222222,-0.00010236450102853501,0.058322333671517915,0.06162745894019373
62572,616.6666666666666,-17.25173611111111,58.861111111111114,-6.170535374400148e-05,0.06613790368096491,0.061637427443534565
62573,616.6666666666666,-17.25173611111111,61.125,-1.745735045215383e-05,0.0739613145804208,0.061654993402310475
62574,616.6666666666666,-15.838888888888889,40.75,-0.00039422360089350154,0.00383712846639118,0.05672255267998437
62575,616.6666666666666,-15.838888888888889,43.013888888888886,-0.0003540254201600344,0.01164446510311032,0.056718965875143856
62576,616.6666666666666,-15.838888888888889,45.27777777777778,-0.0003182419957231758,0.01942803762521633,0.056718499955401125
62577,616.6666666666666,-15.838888888888889,47.541666666666664,-0.000284998397105428,0.02719909079345834,0.05672233208918761
62578,616.6666666666666,-15.838888888888889,49.80555555555556,-0.0002526639505720514,0.03496726476705379,0.056728343155682585
62579,616.6666666666666,-15.838888888888889,52.06944444444444,-0.00022010326440866573,0.04273943858971942,0.05673445335548135
62580,616.6666666666666,-15.838888888888889,54.33333333333333,-0.00018642758758754453,0.05052066917250822,0.0567402719935138
62581,616.6666666666666,-15.838888888888889,56.59722222222222,-0.00015084530626817435,0.058313989402783865,0.05674743503222444
62582,616.6666666666666,-15.838888888888889,58.861111111111114,-0.00011267549877204653,0.06611891253396976,0.05675887322046441
62583,616.6666666666666,-15.838888888888889,61.125,-7.146017209735814e-05,0.07393074924436421,0.056776580553306914
62584,616.6666666666666,-14.426041666666666,40.75,-0.00042082797647918405,0.003860520993456578,0.051840029716149344
62585,616.6666666666666,-14.426041666666666,43.013888888888886,-0.00038478212725214585,0.011665498864562068,0.05183378585592223
62586,616.6666666666666,-14.426041666666666,45.27777777777778,-0.0003535357231997034,0.01944253782887531,0.05183407979562638
62587,616.6666666666666,-14.426041666666666,47.541666666666664,-0.00032412401282531537,0.02720796683566078,0.05184052141475677
62588,616.6666666666666,-14.426041666666666,49.80555555555556,-0.0002948021028718196,0.03497214949194324,0.05184896042109882
62589,616.6666666666666,-14.426041666666666,52.06944444444444,-0.00026477489606134975,0.04274070626553709,0.05185696986154885
62590,616.6666666666666,-14.426041666666666,54.33333333333333,-0.0002334492987953925,0.05051719858758449,0.051864645267621565
62591,616.6666666666666,-14.426041666666666,56.59722222222222,-0.00020027732202044417,0.058303492439634085,0.05187361670654974
62592,616.6666666666666,-14.426041666666666,58.861111111111114,-0.00016478742227975772,0.06609894672813986,0.051886266417297155
62593,616.6666666666666,-14.426041666666666,61.125,-0.00012667048998126856,0.0739006362918512,0.05190419735521108
62594,616.6666666666666,-13.013194444444444,40.75,-0.00044432829578556067,0.0038894355639660584,0.04695514475324928
62595,616.6666666666666,-13.013194444444444,43.013888888888886,-0.0004134956118074626,0.011688672107610251,0.04694719865672334
62596,616.6666666666666,-13.013194444444444,45.27777777777778,-0.00038821310281748883,0.01945562509896571,0.046951651397942704
62597,616.6666666666666,-13.013194444444444,47.541666666666664,-0.00036318363477221927,0.027214761609429983,0.04696361072921714
62598,616.6666666666666,-13.013194444444444,49.80555555555556,-0.00033713923253291965,0.03497513347346223,0.04697527852120041
62599,616.6666666666666,-13.013194444444444,52.06944444444444,-0.00030988446753801076,0.04273996117565641,0.046985625244877656
62600,616.6666666666666,-13.013194444444444,54.33333333333333,-0.00028112471755646764,0.0505116804376728,0.04699524169438934
62601,616.6666666666666,-13.013194444444444,56.59722222222222,-0.00025055329368265923,0.05829131706329762,0.047005814313343185
62602,616.6666666666666,-13.013194444444444,58.861111111111114,-0.00021787760903663983,0.06607823597183861,0.047019415156825436
62603,616.6666666666666,-13.013194444444444,61.125,-0.0001829034176595907,0.07387061420705639,0.04703757137322596
62604,616.6666666666666,-11.600347222222222,40.75,-0.00046219289248217556,0.003928514109222948,0.04206623428760949
62605,616.6666666666666,-11.600347222222222,43.013888888888886,-0.000440233343344716,0.011711473058343712,0.04205694790716031
62606,616.6666666666666,-11.600347222222222,45.27777777777778,-0.00042315943766055417,0.019464463303321095,0.04207583300470472
62607,616.6666666666666,-11.600347222222222,47.541666666666664,-0.0004024606930756999,0.027219244207936404,0.04209345659996882
62608,616.6666666666666,-11.600347222222222,49.80555555555556,-0.0003798601322165692,0.03497606006731659,0.04210836573269543
62609,616.6666666666666,-11.600347222222222,52.06944444444444,-0.00035549042733589944,0.04273735312246134,0.042120879191352475
62610,616.6666666666666,-11.600347222222222,54.33333333333333,-0.0003294307889458582,0.050504454076148,0.042132180239061776
62611,616.6666666666666,-11.600347222222222,56.59722222222222,-0.00030158438506150593,0.05827787623466859,0.0421440193976521
62612,616.6666666666666,-11.600347222222222,58.861111111111114,-0.00027181236223474363,0.06605699309385452,0.04215829831948744
62613,616.6666666666666,-11.600347222222222,61.125,-0.00024000969994656865,0.07384057040021606,0.042176609299323174
62614,616.6666666666666,-10.1875,43.013888888888886,-0.00047041620828994197,0.011720845344102343,0.03718135765915587
62615,616.6666666666666,-10.1875,45.27777777777778,-0.00045853660937799793,0.019470493378082456,0.037210399168330806
62616,616.6666666666666,-10.1875,47.541666666666664,-0.00044242023786270925,0.02722125066893273,0.0372319341705011
62617,616.6666666666666,-10.1875,49.80555555555556,-0.0004231182371321004,0.034975240858313904,0.03724907998681753
62618,616.6666666666666,-10.1875,52.06944444444444,-0.00040165368157034327,0.0427331853840866,0.037263106039242336
62619,616.6666666666666,-10.1875,54.33333333333333,-0.0003783471008657086,0.0504959146302562,0.03727558529940783
62620,616.6666666666666,-10.1875,56.59722222222222,-0.00035329456723859256,0.058263543900986065,0.03728827003845578
62621,616.6666666666666,-10.1875,58.861111111111114,-0.00032647903816577833,0.06603545117210136,0.03730295453397711
62622,616.6666666666666,-10.1875,61.125,-0.00029786544241329965,0.07381057075654428,0.03732127089659676
62623,616.6666666666666,-8.489583333333334,43.013888888888886,-0.0005081154140469307,0.011730852596657267,0.031353276267292486
62624,616.6666666666666,-8.489583333333334,45.27777777777778,-0.0005035513902478904,0.01947425823229212,0.03138029033200543
62625,616.6666666666666,-8.489583333333334,47.541666666666664,-0.0004916492111754844,0.027221897981792326,0.03140247275276017
62626,616.6666666666666,-8.489583333333334,49.80555555555556,-0.00047603802717667364,0.03497263330326109,0.031420075120635535
62627,616.6666666666666,-8.489583333333334,52.06944444444444,-0.00045792339416406066,0.04272677810479925,0.031434647443846185
62628,616.6666666666666,-8.489583333333334,54.33333333333333,-0.0004379075382285463,0.050484514212273235,0.03144766641873352
62629,616.6666666666666,-8.489583333333334,56.59722222222222,-0.00041623870877314075,0.0582456607551277,0.03146074519770999
62630,616.6666666666666,-8.489583333333334,58.861111111111114,-0.00039300687363244395,0.06600949384195456,0.031475523973465855
62631,616.6666666666666,-8.489583333333334,61.125,-0.00036823650580537624,0.07377500001238593,0.03149363057008355
62632,616.6666666666666,-6.791666666666666,43.013888888888886,-0.0005535681161112486,0.011742448815951314,0.025550358398382832
62633,616.6666666666666,-6.791666666666666,45.27777777777778,-0.0005513318228503137,0.019478287568781352,0.025568923080022867
62634,616.6666666666666,-6.791666666666666,47.541666666666664,-0.0005426322026855235,0.02722196142930424,0.025587005048677388
62635,616.6666666666666,-6.791666666666666,49.80555555555556,-0.0005300935741152047,0.034969328802803165,0.02560273377021249
62636,616.6666666666666,-6.791666666666666,52.06944444444444,-0.0005150790419951057,0.042719619533905476,0.025616371678998103
62637,616.6666666666666,-6.791666666666666,54.33333333333333,-0.0004982522596135971,0.050472539660494926,0.02562895606261414
62638,616.6666666666666,-6.791666666666666,56.59722222222222,-0.0004799413581210778,0.05822759835898891,0.025641768016262324
62639,616.6666666666666,-6.791666666666666,58.861111111111114,-0.000460293842385021,0.06598391616042641,0.025656209624700214
62640,616.6666666666666,-6.791666666666666,61.125,-0.0004393679202771119,0.0737402573378668,0.02567382333090319
62641,616.6666666666666,-5.09375,43.013888888888886,-0.0006045216564997327,0.011754982060429825,0.019759692409089674
62642,616.6666666666666,-5.09375,45.27777777777778,-0.0006022348026995104,0.019484073570913488,0.019771177719792265
62643,616.6666666666666,-5.09375,47.541666666666664,-0.0005953728804148028,0.027222847131938024,0.019783739420515402
62644,616.6666666666666,-5.09375,49.80555555555556,-0.0005852994623343776,0.03496627768380895,0.019796023219514725
62645,616.6666666666666,-5.09375,52.06944444444444,-0.0005730684924687479,0.04271249269550482,0.019807599888590717
62646,616.6666666666666,-5.09375,54.33333333333333,-0.0005592853454169992,0.05046063115898008,0.019818931700839298
62647,616.6666666666666,-5.09375,56.59722222222222,-0.0005442714694600934,0.05820988904829346,0.019830911398164543
62648,616.6666666666666,-5.09375,58.861111111111114,-0.0005281865508011067,0.0659591629827488,0.019844650715280163
62649,616.6666666666666,-5.09375,61.125,-0.0005110996506001552,0.07370689811899248,0.01986148492705589
62650,616.6666666666666,-3.395833333333333,43.013888888888886,-0.0006586096108400217,0.011766912188473325,0.013976146650228349
62651,616.6666666666666,-3.395833333333333,45.27777777777778,-0.0006555795387734444,0.01949116350678063,0.013982444638511515
62652,616.6666666666666,-3.395833333333333,47.541666666666664,-0.0006496580355160669,0.02722502587780053,0.0139899512889212
62653,616.6666666666666,-3.395833333333333,49.80555555555556,-0.000641503946725787,0.03496409628672668,0.01399833650195016
62654,616.6666666666666,-3.395833333333333,52.06944444444444,-0.0006317618011930471,0.042705968390344275,0.014007230630593975
62655,616.6666666666666,-3.395833333333333,54.33333333333333,-0.000620870098310559,0.05044929839194926,0.014016773402643217
62656,616.6666666666666,-3.395833333333333,56.59722222222222,-0.0006090814044636401,0.058192971345168716,0.014027513778657595
62657,616.6666666666666,-3.395833333333333,58.861111111111114,-0.0005965284261299738,0.06593564406589389,0.014040262728484338
62658,616.6666666666666,-3.395833333333333,61.125,-0.0005832719453226054,0.07367545034158035,0.014056068138732093
62659,616.6666666666666,-1.697916666666666,43.013888888888886,-0.0007144644792818852,0.011778113853336387,0.008197833663600149
62660,616.6666666666666,-1.697916666666666,45.27777777777778,-0.0007104719412303301,0.0194988882307606,0.008199947108629715
62661,616.6666666666666,-1.697916666666666,47.541666666666664,-0.0007050400792422266,0.02722837267680779,0.008203193305097422
