CSF-CUF RESPONSE
======================
problem.type = torsion_halfwave

STATION RESPONSES
-----------------
x/L       x [mm]             y [mm]               z [mm]               point         ux [mm]             uy [mm]             uz [mm]
 0.70     7.000000000000e+02  9.875000000000e+00  -3.950000000000e+01  minus         -3.757968525495e-03  -2.178926068949e-01  -2.871681435119e-02
 0.70     7.000000000000e+02  0.000000000000e+00  -3.950000000000e+01  bottom_mid    -2.106931235393e-04  -2.174276133130e-01  8.345984796332e-05
 0.75     7.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.876569881460e-04  -9.390888415703e-02  2.029863318853e-04
 0.75     7.500000000000e+02  -2.587500000000e+01  5.812500000000e+01  plus          2.700306049384e-04  4.902225583682e-02  6.520801913667e-02
 0.75     7.500000000000e+02  9.687500000000e+00  -3.875000000000e+01  minus         -5.402271481156e-03  -1.900202695433e-01  -2.499695337146e-02
 0.75     7.500000000000e+02  0.000000000000e+00  -3.875000000000e+01  bottom_mid    -2.317494779926e-04  -1.896331544918e-01  4.782239193114e-05
 0.80     8.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.873051458006e-04  -7.568114885254e-02  1.383240538075e-04
 0.80     8.000000000000e+02  -2.540000000000e+01  5.700000000000e+01  plus          7.699198399074e-05  3.954409091453e-02  5.285214908252e-02
 0.80     8.000000000000e+02  9.500000000000e+00  -3.800000000000e+01  minus         -6.789746205314e-03  -1.526824998798e-01  -2.002732069552e-02
 0.80     8.000000000000e+02  0.000000000000e+00  -3.800000000000e+01  bottom_mid    -2.339334869617e-04  -1.523735993254e-01  1.043347189824e-05
 0.85     8.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.726429999280e-04  -5.378907730750e-02  7.620302724831e-05
 0.85     8.500000000000e+02  -2.492500000000e+01  5.587500000000e+01  plus          -8.128896544210e-05  2.872963418314e-02  3.833093279488e-02
 0.85     8.500000000000e+02  9.312500000000e+00  -3.725000000000e+01  minus         -7.550060255496e-03  -1.082237747862e-01  -1.414846768855e-02
 0.85     8.500000000000e+02  0.000000000000e+00  -3.725000000000e+01  bottom_mid    -2.116044660819e-04  -1.079880993894e-01  -2.173525082768e-05
 0.90     9.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.402017542205e-04  -3.063704045144e-02  2.546802431880e-05
 0.90     9.000000000000e+02  -2.445000000000e+01  5.475000000000e+01  plus          -1.803398915723e-04  1.758306295553e-02  2.303898348325e-02
 0.90     9.000000000000e+02  9.125000000000e+00  -3.650000000000e+01  minus         -7.163210821412e-03  -6.161054113229e-02  -8.036830377803e-03
 0.90     9.000000000000e+02  0.000000000000e+00  -3.650000000000e+01  bottom_mid    -1.630114521485e-04  -6.143807773487e-02  -3.948573752252e-05
 0.95     9.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -8.501621266532e-05  -1.048008962371e-02  -3.702682192852e-06
 0.95     9.500000000000e+02  -2.397500000000e+01  5.362500000000e+01  plus          -1.703933739070e-04  7.462181665148e-03  9.193401655048e-03
 0.95     9.500000000000e+02  8.937500000000e+00  -3.575000000000e+01  minus         -4.938538111569e-03  -2.126833362751e-02  -2.787910421729e-03
 0.95     9.500000000000e+02  0.000000000000e+00  -3.575000000000e+01  bottom_mid    -9.015390181949e-05  -2.115961547167e-02  -3.386292832681e-05
 1.00     1.000000000000e+03  0.000000000000e+00  0.000000000000e+00  center        2.269894162339e-18  -3.990527014735e-16  8.167309353962e-19
 1.00     1.000000000000e+03  -2.350000000000e+01  5.250000000000e+01  plus          8.379953992822e-18  9.929304622918e-17  2.307268105248e-16
 1.00     1.000000000000e+03  8.750000000000e+00  -3.500000000000e+01  minus         4.517490757324e-18  -7.316062317723e-16  -8.452338344558e-17
 1.00     1.000000000000e+03  0.000000000000e+00  -3.500000000000e+01  bottom_mid    -8.251428455794e-19  -7.315611952274e-16  -5.156858368355e-19
