comparison_t,comparison_z,q,N_input,Mx_input,My_input,Tx_input,Ty_input,N_fem3d,Mx_fem3d,My_fem3d,Tx_fem3d,Ty_fem3d,Tx_csf_recovered,Ty_csf_recovered,sigma_zz_rel_l2,sigma_zz_rel_max,tau_x_rel_l2,tau_x_rel_max,tau_y_rel_l2,tau_y_rel_max,tau_vector_rel_l2,tau_vector_rel_max,fem3d_nodes,fem3d_bricks,fem3d_materials,reaction_y_total
0.3,3.0,20000.0,0.0,210000.0,0.0,0.0,40000.0,-7.430040138700633e-08,209808.8953900319,23.765776834895707,-2.4749029892742053e-08,40000.000000318665,5.1412694102026535e-08,39999.9999997911,0.03887454171941159,0.06573337507540886,0.6848913092156454,0.47737734070446985,0.22673152005365407,0.2797750002786257,0.3422673369641904,0.3564435695299519,29260,22800,300,-200000.00000116133
