idx,polygon_idx,name,shear_weightabs,area,cx,cy,x0,y0,x1,y1,x2,y2,tau_x,tau_y
1621,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.263125,0.63725,0.2671875,0.63975,0.255,0.636,0.2671875,0.636,91620.50000359926,25178.399931589764
1622,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.2753125,0.63725,0.27937500000000004,0.63975,0.2671875,0.636,0.27937500000000004,0.636,85468.40393210451,24943.12351760765
1623,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.27125000000000005,0.6385,0.2671875,0.63975,0.2671875,0.636,0.27937500000000004,0.63975,85396.01118934341,25178.399931589764
1624,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.29968750000000005,0.641,0.30375,0.6435,0.29156250000000006,0.63975,0.30375,0.63975,73305.64337585433,25230.70435412228
1625,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.28750000000000003,0.63725,0.29156250000000006,0.63975,0.27937500000000004,0.636,0.29156250000000006,0.636,79392.30816815048,24710.22259971748
1626,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.29968750000000005,0.63725,0.30375,0.63975,0.29156250000000006,0.636,0.30375,0.636,73376.7719873134,24479.054612480104
1627,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.295625,0.6385,0.29156250000000006,0.63975,0.29156250000000006,0.636,0.30375,0.63975,73305.64337585433,24710.22259971748
1628,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.28343750000000006,0.64225,0.27937500000000004,0.6435,0.27937500000000004,0.63975,0.29156250000000006,0.6435,79245.90104997158,25711.370106550556
1629,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.28343750000000006,0.6385,0.27937500000000004,0.63975,0.27937500000000004,0.636,0.29156250000000006,0.63975,79320.64634726073,24943.12351760765
1630,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.295625,0.64225,0.29156250000000006,0.6435,0.29156250000000006,0.63975,0.30375,0.6435,73232.49151855087,25468.447890368603
1631,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.28750000000000003,0.641,0.27937500000000004,0.63975,0.29156250000000006,0.63975,0.29156250000000006,0.6435,79320.64634726073,25468.447890368603
1632,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3484375,0.6485,0.35250000000000004,0.651,0.3403125,0.64725,0.35250000000000004,0.64725,49522.65501560023,25737.926880406838
1633,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.33625,0.64475,0.3403125,0.64725,0.328125,0.6435,0.3403125,0.6435,55453.49705958739,25260.791657815378
1634,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3484375,0.64475,0.35250000000000004,0.64725,0.3403125,0.6435,0.35250000000000004,0.6435,49591.68308103147,25036.450445155304
1635,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.34437500000000004,0.646,0.3403125,0.64725,0.3403125,0.6435,0.35250000000000004,0.64725,49522.65501560023,25260.791657815378
1636,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.3240625,0.641,0.328125,0.6435,0.3159375,0.63975,0.328125,0.63975,61414.706866430744,24766.08001496643
1637,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.31187499999999996,0.63725,0.3159375,0.63975,0.30375,0.636,0.3159375,0.636,67410.53134020108,24249.189423955977
1638,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3240625,0.63725,0.328125,0.63975,0.3159375,0.636,0.328125,0.636,61485.118035220854,24020.353125395875
1639,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.32,0.6385,0.3159375,0.63975,0.3159375,0.636,0.328125,0.63975,61414.706866430744,24249.189423955977
1640,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.3484375,0.641,0.35250000000000004,0.6435,0.3403125,0.63975,0.35250000000000004,0.63975,49661.143501953535,24312.168722115457
1641,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.33625,0.63725,0.3403125,0.63975,0.328125,0.636,0.3403125,0.636,55593.84428779905,23792.389558553696
1642,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3484375,0.63725,0.35250000000000004,0.63975,0.3403125,0.636,0.35250000000000004,0.636,49731.03734158911,23565.234579741955
1643,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.34437500000000004,0.6385,0.3403125,0.63975,0.3403125,0.636,0.35250000000000004,0.63975,49661.143501953535,23792.389558553696
1644,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.3321875,0.64225,0.328125,0.6435,0.328125,0.63975,0.3403125,0.6435,55453.49705958739,24766.08001496643
1645,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3321875,0.6385,0.328125,0.63975,0.328125,0.636,0.3403125,0.63975,55523.701651850715,24020.353125395875
1646,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.34437500000000004,0.64225,0.3403125,0.6435,0.3403125,0.63975,0.35250000000000004,0.6435,49591.68308103147,24537.915090111397
1647,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.33625,0.641,0.328125,0.63975,0.3403125,0.63975,0.3403125,0.6435,55523.701651850715,24537.915090111397
1648,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3078125,0.6497499999999999,0.30375,0.651,0.30375,0.64725,0.3159375,0.651,67120.37475262769,26665.396899158757
1649,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3078125,0.646,0.30375,0.64725,0.30375,0.6435,0.3159375,0.64725,67194.69369720358,25959.565482251346
1650,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.32,0.6497499999999999,0.3159375,0.651,0.3159375,0.64725,0.328125,0.651,61199.95842942037,26423.860329277813
1651,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.31187499999999996,0.6485,0.30375,0.64725,0.3159375,0.64725,0.3159375,0.651,67194.69369720358,26423.860329290233
1652,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.3078125,0.64225,0.30375,0.6435,0.30375,0.63975,0.3159375,0.6435,67267.84976511262,25230.70435412228
1653,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3078125,0.6385,0.30375,0.63975,0.30375,0.636,0.3159375,0.63975,67339.80358988668,24479.054612480104
1654,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.32,0.64225,0.3159375,0.6435,0.3159375,0.63975,0.328125,0.6435,61343.69935608159,24996.85442360739
1655,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.31187499999999996,0.641,0.30375,0.63975,0.3159375,0.63975,0.3159375,0.6435,67339.80358988668,24996.85442360739
1656,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3321875,0.6497499999999999,0.328125,0.651,0.328125,0.64725,0.3403125,0.651,55312.927815181516,26189.37071442604
1657,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3321875,0.646,0.328125,0.64725,0.328125,0.6435,0.3403125,0.64725,55383.236072833344,25489.139864755176
1658,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.34437500000000004,0.6497499999999999,0.3403125,0.651,0.3403125,0.64725,0.35250000000000004,0.651,49454.05747816898,25960.86887706071
1659,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.33625,0.6485,0.328125,0.64725,0.3403125,0.64725,0.3403125,0.651,55383.236072833344,25960.86887706071
1660,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.31187499999999996,0.64475,0.30375,0.6435,0.3159375,0.6435,0.3159375,0.64725,67267.84976511574,25721.808261548482
1661,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3240625,0.64475,0.3159375,0.6435,0.328125,0.6435,0.328125,0.64725,61343.69935608159,25489.139864755176
1662,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.3240625,0.6485,0.3159375,0.64725,0.328125,0.64725,0.328125,0.651,61272.10908014638,26189.37071442604
1663,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.32,0.646,0.3159375,0.6435,0.328125,0.64725,0.3159375,0.64725,61272.10908014638,25721.808261548482
1664,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.44593750000000004,0.6635,0.45,0.6659999999999999,0.43781250000000005,0.66225,0.45,0.66225,2884.121441037084,27223.527365637325
1665,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.43375,0.65975,0.43781250000000005,0.66225,0.42562500000000003,0.6585,0.43781250000000005,0.6585,8700.632098351296,26590.56243038426
1666,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.44593750000000004,0.65975,0.45,0.66225,0.43781250000000005,0.6585,0.45,0.6585,2892.389436867088,26563.69144393752
1667,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.441875,0.6609999999999999,0.43781250000000005,0.66225,0.43781250000000005,0.6585,0.45,0.66225,2884.121441037084,26590.562430396676
1668,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4215625,0.656,0.42562500000000003,0.6585,0.4134375,0.6547499999999999,0.42562500000000003,0.6547499999999999,14545.099284478154,25997.5733535861
1669,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.409375,0.65225,0.4134375,0.6547499999999999,0.40125,0.651,0.4134375,0.651,20399.3710740873,25442.482566485804
1670,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.4215625,0.65225,0.42562500000000003,0.6547499999999999,0.4134375,0.651,0.42562500000000003,0.651,14590.122801978141,25296.15613459299
1671,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.4175,0.6535,0.4134375,0.6547499999999999,0.4134375,0.651,0.42562500000000003,0.6547499999999999,14545.099284478154,25442.482566485804
1672,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.44593750000000004,0.656,0.45,0.6585,0.43781250000000005,0.6547499999999999,0.45,0.6547499999999999,2901.3399232613547,25876.347536705434
1673,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.43375,0.65225,0.43781250000000005,0.6547499999999999,0.42562500000000003,0.651,0.43781250000000005,0.651,8761.053963884091,25191.92180770139
1674,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.44593750000000004,0.65225,0.45,0.6547499999999999,0.43781250000000005,0.651,0.45,0.651,2910.8310487680137,25161.075649820268
1675,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.441875,0.6535,0.43781250000000005,0.6547499999999999,0.43781250000000005,0.651,0.45,0.6547499999999999,2901.3399232613547,25191.92180770139
1676,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4296875,0.65725,0.42562500000000003,0.6585,0.42562500000000003,0.6547499999999999,0.43781250000000005,0.6585,8700.632098351296,25997.5733535861
1677,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.4296875,0.6535,0.42562500000000003,0.6547499999999999,0.42562500000000003,0.651,0.43781250000000005,0.6547499999999999,8728.981863303732,25296.15613459299
1678,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.441875,0.65725,0.43781250000000005,0.6585,0.43781250000000005,0.6547499999999999,0.45,0.6585,2892.389436867088,25905.436617483698
1679,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.43375,0.656,0.42562500000000003,0.6547499999999999,0.43781250000000005,0.6547499999999999,0.43781250000000005,0.6585,8728.981863303732,25905.436617496114
1680,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.39718749999999997,0.6485,0.40125,0.651,0.3890625,0.64725,0.40125,0.64725,26258.405258534476,24911.166504633926
1681,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.38499999999999995,0.64475,0.3890625,0.64725,0.376875,0.6435,0.3890625,0.6435,32124.0843065052,24389.858511586986
1682,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.39718749999999997,0.64475,0.40125,0.64725,0.3890625,0.6435,0.40125,0.6435,26321.12342969825,24186.02445530395
1683,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.39312499999999995,0.646,0.3890625,0.64725,0.3890625,0.6435,0.40125,0.64725,26258.405258534476,24389.858511586986
1684,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.37281250000000005,0.641,0.376875,0.6435,0.36468750000000005,0.63975,0.376875,0.63975,38000.35912369378,23868.286918066442
1685,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.36062500000000003,0.63725,0.36468750000000005,0.63975,0.35250000000000004,0.636,0.36468750000000005,0.636,43891.44137437455,23338.90017139415
1686,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.37281250000000005,0.63725,0.376875,0.63975,0.36468750000000005,0.636,0.376875,0.636,38069.72267809014,23113.468619597457
1687,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3687500000000001,0.6385,0.36468750000000005,0.63975,0.36468750000000005,0.636,0.376875,0.63975,38000.35912369378,23338.900171406567
1688,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.39718749999999997,0.641,0.40125,0.6435,0.3890625,0.63975,0.40125,0.63975,26386.76223090229,23437.558146814506
1689,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.38499999999999995,0.63725,0.3890625,0.63975,0.376875,0.636,0.3890625,0.636,32260.01268558515,22889.104054955147
1690,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.39718749999999997,0.63725,0.40125,0.63975,0.3890625,0.636,0.40125,0.636,26455.375979930785,22666.109370601676
1691,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.39312499999999995,0.6385,0.3890625,0.63975,0.3890625,0.636,0.40125,0.63975,26386.76223090229,22889.104054942727
1692,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.3809375,0.64225,0.376875,0.6435,0.376875,0.63975,0.3890625,0.6435,32124.0843065052,23868.286918066442
1693,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3809375,0.6385,0.376875,0.63975,0.376875,0.636,0.3890625,0.63975,32190.97743491642,23113.468619597457
1694,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.39312499999999995,0.64225,0.3890625,0.6435,0.3890625,0.63975,0.40125,0.6435,26321.12342969825,23650.88425072531
1695,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.38499999999999995,0.641,0.376875,0.63975,0.3890625,0.63975,0.3890625,0.6435,32190.97743491642,23650.88425072531
1696,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.44593750000000004,0.6485,0.45,0.651,0.43781250000000005,0.64725,0.45,0.64725,2920.5221057931585,24417.543082187574
1697,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.43375,0.64475,0.43781250000000005,0.64725,0.42562500000000003,0.6435,0.43781250000000005,0.6435,8840.44361550982,23675.423915150266
1698,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.44593750000000004,0.64475,0.45,0.64725,0.43781250000000005,0.6435,0.45,0.6435,2929.6904491912574,23645.626799104117
1699,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.441875,0.646,0.43781250000000005,0.64725,0.43781250000000005,0.6435,0.45,0.64725,2920.5221057931585,23675.423915150266
1700,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.4215625,0.641,0.42562500000000003,0.6435,0.4134375,0.63975,0.42562500000000003,0.63975,14754.704247281577,23033.856527221702
1701,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.409375,0.63725,0.4134375,0.63975,0.40125,0.636,0.4134375,0.636,20646.90833924028,22445.13684067875
1702,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4215625,0.63725,0.42562500000000003,0.63975,0.4134375,0.636,0.42562500000000003,0.636,14821.465759780258,22228.161925065022
1703,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4175,0.6385,0.4134375,0.63975,0.4134375,0.636,0.42562500000000003,0.63975,14754.704247281577,22445.13684067875
1704,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.44593750000000004,0.641,0.45,0.6435,0.43781250000000005,0.63975,0.45,0.63975,2936.89906227092,22845.648463641606
1705,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.43375,0.63725,0.43781250000000005,0.63975,0.42562500000000003,0.636,0.43781250000000005,0.636,8953.06375068302,22026.926556838058
1706,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.44593750000000004,0.63725,0.45,0.63975,0.43781250000000005,0.636,0.45,0.636,2939.3952058814466,22018.814090105396
1707,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.441875,0.6385,0.43781250000000005,0.63975,0.43781250000000005,0.636,0.45,0.63975,2936.89906227092,22026.926556825638
1708,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.4296875,0.64225,0.42562500000000003,0.6435,0.42562500000000003,0.63975,0.43781250000000005,0.6435,8840.44361550982,23033.856527221702
1709,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4296875,0.6385,0.42562500000000003,0.63975,0.42562500000000003,0.636,0.43781250000000005,0.63975,8891.145175844431,22228.161925065022
1710,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.441875,0.64225,0.43781250000000005,0.6435,0.43781250000000005,0.63975,0.45,0.6435,2929.690449194362,22869.07645612955
1711,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.43375,0.641,0.42562500000000003,0.63975,0.43781250000000005,0.63975,0.43781250000000005,0.6435,8891.145175844431,22869.07645612955
1712,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.40531249999999996,0.6497499999999999,0.40125,0.651,0.40125,0.64725,0.4134375,0.651,20399.3710740873,24911.166504633926
1713,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.40531249999999996,0.646,0.40125,0.64725,0.40125,0.6435,0.4134375,0.64725,20455.326759001862,24186.02445530395
1714,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4175,0.6497499999999999,0.4134375,0.651,0.4134375,0.64725,0.42562500000000003,0.651,14590.122801978141,24729.310528660815
1715,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.409375,0.6485,0.40125,0.64725,0.4134375,0.64725,0.4134375,0.651,20455.326759001862,24729.310528660815
1716,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.40531249999999996,0.64225,0.40125,0.6435,0.40125,0.63975,0.4134375,0.6435,20515.106049223494,23437.558146814506
1717,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.40531249999999996,0.6385,0.40125,0.63975,0.40125,0.636,0.4134375,0.63975,20578.91679157503,22666.109370601676
1718,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.4175,0.64225,0.4134375,0.6435,0.4134375,0.63975,0.42562500000000003,0.6435,14694.29910668172,23230.173234169684
1719,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.409375,0.641,0.40125,0.63975,0.4134375,0.63975,0.4134375,0.6435,20578.91679157503,23230.173234169684
1720,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4296875,0.6497499999999999,0.42562500000000003,0.651,0.42562500000000003,0.64725,0.43781250000000005,0.651,8761.053963884091,24568.333876132965
1721,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4296875,0.646,0.42562500000000003,0.64725,0.42562500000000003,0.6435,0.43781250000000005,0.64725,8797.76007422867,23814.145424316328
1722,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.441875,0.6497499999999999,0.43781250000000005,0.651,0.43781250000000005,0.64725,0.45,0.651,2910.8310487680137,24449.039017520845
1723,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.43375,0.6485,0.42562500000000003,0.64725,0.43781250000000005,0.64725,0.43781250000000005,0.651,8797.76007422867,24449.039017520845
1724,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.409375,0.64475,0.40125,0.6435,0.4134375,0.6435,0.4134375,0.64725,20515.106049223494,23991.74176208675
1725,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4215625,0.64475,0.4134375,0.6435,0.42562500000000003,0.6435,0.42562500000000003,0.64725,14694.29910668172,23814.145424316328
1726,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4215625,0.6485,0.4134375,0.64725,0.42562500000000003,0.64725,0.42562500000000003,0.651,14639.654079675674,24568.333876132965
1727,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.4175,0.646,0.4134375,0.6435,0.42562500000000003,0.64725,0.4134375,0.64725,14639.654079675674,23991.74176208675
1728,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.35656250000000006,0.66475,0.35250000000000004,0.6659999999999999,0.35250000000000004,0.66225,0.36468750000000005,0.6659999999999999,43359.80669100148,28312.853431490563
1729,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.35656250000000006,0.6609999999999999,0.35250000000000004,0.66225,0.35250000000000004,0.6585,0.36468750000000005,0.66225,43423.20340332265,27704.048698072635
1730,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.3687500000000001,0.66475,0.36468750000000005,0.6659999999999999,0.36468750000000005,0.66225,0.376875,0.6659999999999999,37555.13884261561,28106.814116463065
1731,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.36062500000000003,0.6635,0.35250000000000004,0.66225,0.36468750000000005,0.66225,0.36468750000000005,0.6659999999999999,43423.20340332265,28106.814116463065
1732,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.35656250000000006,0.65725,0.35250000000000004,0.6585,0.35250000000000004,0.6547499999999999,0.36468750000000005,0.6585,43487.42574641481,27071.868944851063
1733,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.35656250000000006,0.6535,0.35250000000000004,0.6547499999999999,0.35250000000000004,0.651,0.36468750000000005,0.6547499999999999,43552.503124658644,26416.448238181572
1734,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3687500000000001,0.65725,0.36468750000000005,0.6585,0.36468750000000005,0.6547499999999999,0.376875,0.6585,37675.47056334093,26860.367465540767
1735,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.36062500000000003,0.656,0.35250000000000004,0.6547499999999999,0.36468750000000005,0.6547499999999999,0.36468750000000005,0.6585,43552.503124658644,26860.367465553187
1736,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.3809375,0.66475,0.376875,0.6659999999999999,0.376875,0.66225,0.3890625,0.6659999999999999,31765.307823068775,27913.361719697714
1737,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3809375,0.6609999999999999,0.376875,0.66225,0.376875,0.6585,0.3890625,0.66225,31820.351340696216,27297.70038742572
1738,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.39312499999999995,0.66475,0.3890625,0.6659999999999999,0.3890625,0.66225,0.40125,0.6659999999999999,25985.122032929212,27734.470287424825
1739,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.38499999999999995,0.6635,0.376875,0.66225,0.3890625,0.66225,0.3890625,0.6659999999999999,31820.351340696216,27734.470287424825
1740,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.36062500000000003,0.65975,0.35250000000000004,0.6585,0.36468750000000005,0.6585,0.36468750000000005,0.66225,43487.42574641481,27495.326083016895
1741,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.37281250000000005,0.65975,0.36468750000000005,0.6585,0.376875,0.6585,0.376875,0.66225,37675.47056334093,27297.70038742572
1742,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.37281250000000005,0.6635,0.36468750000000005,0.66225,0.376875,0.66225,0.376875,0.6659999999999999,37614.66265700137,27913.361719697714
1743,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3687500000000001,0.6609999999999999,0.36468750000000005,0.6585,0.376875,0.66225,0.36468750000000005,0.66225,37614.662657004475,27495.326083016895
1744,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.35656250000000006,0.6497499999999999,0.35250000000000004,0.651,0.35250000000000004,0.64725,0.36468750000000005,0.651,43618.46066048059,25737.926880406838
1745,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.35656250000000006,0.646,0.35250000000000004,0.64725,0.35250000000000004,0.6435,0.36468750000000005,0.64725,43685.31915737006,25036.450445155304
1746,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3687500000000001,0.6497499999999999,0.36468750000000005,0.651,0.36468750000000005,0.64725,0.376875,0.651,37801.14009275412,25520.636765522264
1747,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.36062500000000003,0.6485,0.35250000000000004,0.64725,0.36468750000000005,0.64725,0.36468750000000005,0.651,43685.31915737006,25520.636765522264
1748,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.35656250000000006,0.64225,0.35250000000000004,0.6435,0.35250000000000004,0.63975,0.36468750000000005,0.6435,43753.0949987378,24312.168722115457
1749,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.35656250000000006,0.6385,0.35250000000000004,0.63975,0.35250000000000004,0.636,0.36468750000000005,0.63975,43821.80001796223,23565.234579741955
1750,0,flange:flange,0.4166666666666667,2.285156249999944e-05,0.3687500000000001,0.64225,0.36468750000000005,0.6435,0.36468750000000005,0.63975,0.376875,0.6435,37932.48512628488,24088.877409634493
1751,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.36062500000000003,0.641,0.35250000000000004,0.63975,0.36468750000000005,0.63975,0.36468750000000005,0.6435,43821.80001796223,24088.877409634493
1752,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3809375,0.6497499999999999,0.376875,0.651,0.376875,0.64725,0.3890625,0.651,31996.60537573509,25309.56094471117
1753,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3809375,0.646,0.376875,0.64725,0.376875,0.6435,0.3890625,0.64725,32059.307410822563,24600.383422548573
1754,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.39312499999999995,0.6497499999999999,0.3890625,0.651,0.3890625,0.64725,0.40125,0.651,26198.524388984468,25105.779330655932
1755,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.38499999999999995,0.6485,0.376875,0.64725,0.3890625,0.64725,0.3890625,0.651,32059.307410822563,25105.779330668352
1756,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.36062500000000003,0.64475,0.35250000000000004,0.6435,0.36468750000000005,0.6435,0.36468750000000005,0.64725,43753.0949987378,24816.17896071325
1757,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.37281250000000005,0.64475,0.36468750000000005,0.6435,0.376875,0.6435,0.376875,0.64725,37932.48512628799,24600.383422548573
1758,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.37281250000000005,0.6485,0.36468750000000005,0.64725,0.376875,0.64725,0.376875,0.651,37866.086499160156,25309.56094471117
1759,0,flange:flange,0.4166666666666667,2.285156250000012e-05,0.3687500000000001,0.646,0.36468750000000005,0.6435,0.376875,0.64725,0.36468750000000005,0.64725,37866.086499160156,24816.17896071325
1760,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.40531249999999996,0.66475,0.40125,0.6659999999999999,0.40125,0.66225,0.4134375,0.6659999999999999,20209.044531701755,27573.01642763118
1761,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.40531249999999996,0.6609999999999999,0.40125,0.66225,0.40125,0.6585,0.4134375,0.66225,20252.06343869058,26943.813344314694
1762,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.4175,0.66475,0.4134375,0.6659999999999999,0.4134375,0.66225,0.42562500000000003,0.6659999999999999,14432.185380806526,27433.204979908965
1763,0,flange:flange,0.4166666666666667,2.2851562499999547e-05,0.409375,0.6635,0.40125,0.66225,0.4134375,0.66225,0.4134375,0.6659999999999999,20252.06343869058,27433.204979908965
1764,0,flange:flange,0.4166666666666667,2.2851562500000224e-05,0.40531249999999996,0.65725,0.40125,0.6585,0.40125,0.6547499999999999,0.4134375,0.6585,20297.97776803064,26290.304556799434
