element_tag,polygon_idx,polygon_name,container_idx,material_tag,weightabs,shear_weightabs,poisson,i,j,k,x,y,z,area,x0,x1,y0,y1,sigma_xx_3d,sigma_yy_3d,sigma_zz_3d,tau_xy_3d,tau_yz_3d,tau_zx_3d
6719,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,4,1,22,-0.16499999999999998,-0.075,3.0,0.0009,-0.18,-0.15,-0.09,-0.06,5951.672220414272,194.20201301330235,-3077941.9940270963,-1993.7409367809694,2468.123268748013,99940.76746275152
6720,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,5,1,22,-0.135,-0.075,3.0,0.0009,-0.15,-0.12,-0.09,-0.06,7855.300487561268,-510.2465068871388,-3102089.9701467855,-2086.075059781472,9368.529289900016,112793.03436430886
6721,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,6,1,22,-0.105,-0.075,3.0,0.0009,-0.12,-0.09,-0.09,-0.06,11024.086211131886,-2683.443093773676,-3126649.7459994573,-648.3947267532349,20388.025180116918,121044.65974057931
6722,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,7,1,22,-0.075,-0.075,3.0,0.0009,-0.09,-0.06,-0.09,-0.06,13682.24957548827,-5356.0091216341825,-3151515.66008252,3899.4016155873737,36980.273105244465,120236.05043169856
6723,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,8,1,22,-0.045,-0.075,3.0,0.0009,-0.06,-0.03,-0.09,-0.06,14744.834655860788,-5763.256777301547,-3175861.093542809,10795.960974261165,57510.43827044747,105059.60298638916
6724,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,9,1,22,-0.015,-0.075,3.0,0.0009,-0.03,0.0,-0.09,-0.06,12351.291954286862,-2111.723214281141,-3199104.445530723,16688.17428370565,76900.45931191898,72994.44888496617
6725,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,10,1,22,0.015,-0.075,3.0,0.0009,0.0,0.03,-0.09,-0.06,7325.676997556933,4090.003527991241,-3220798.4118051757,16980.872891577583,87269.10865593827,26224.631924284004
6726,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,11,1,22,0.045,-0.075,3.0,0.0009,0.03,0.06,-0.09,-0.06,3118.059357592603,8153.097920098458,-3240907.301824685,10923.00632831951,82861.85220490303,-23755.052439467363
6727,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,12,1,22,0.074,-0.075,3.0,0.0008399999999999999,0.06,0.088,-0.09,-0.06,2079.300835939124,7763.640936458483,-3259040.9261224866,3358.087140187621,65576.11332921404,-62776.92380880627
6728,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,13,1,22,0.10200000000000001,-0.075,3.0,0.0008400000000000003,0.088,0.116,-0.09,-0.06,1957.9117467910983,4273.299393979134,-3276013.9092049934,-1853.2150803655386,44428.256502063945,-81714.78852757346
6729,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,14,1,22,0.13,-0.075,3.0,0.0008400000000000003,0.116,0.14400000000000002,-0.09,-0.06,2933.033587148064,932.1311539718881,-3292432.147224263,-3532.9719175746045,28298.490285754826,-85464.57299140158
6730,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,15,1,22,0.15800000000000003,-0.075,3.0,0.0008399999999999999,0.14400000000000002,0.17200000000000001,-0.09,-0.06,1928.9970087747788,-636.4970458686585,-3309011.159649555,-2893.3832079494996,22264.865985685028,-79860.57407090906
6731,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,16,1,22,0.186,-0.075,3.0,0.0008399999999999999,0.17200000000000001,0.2,-0.09,-0.06,1145.4705465114675,-533.5953074073186,-3325538.356872246,-2182.489622200529,28187.579846867982,-72860.25871661492
6732,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,17,1,22,0.2138888888888889,-0.075,3.0,0.0008333333333333337,0.2,0.2277777777777778,-0.09,-0.06,577.243597217137,-112.12797801953275,-1965463.4822997155,-1521.966461663445,15235.676301419735,-65264.27677562771
6733,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,18,1,22,0.24166666666666667,-0.075,3.0,0.000833333333333332,0.2277777777777778,0.25555555555555554,-0.09,-0.06,115.23817929584766,-55.982783069019206,-1974471.1034789463,-1485.8098376790683,8097.200119290501,-56945.272593035676
6734,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,19,1,22,0.26944444444444443,-0.075,3.0,0.0008333333333333337,0.25555555555555554,0.2833333333333333,-0.09,-0.06,-183.24410390947014,-61.564447233162355,-1983676.9504015883,-1380.0688460469246,4816.798477442935,-47460.223643776655
6735,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,20,1,22,0.2972222222222222,-0.075,3.0,0.0008333333333333337,0.2833333333333333,0.3111111111111111,-0.09,-0.06,-423.4726571489591,-82.31220904382644,-1993133.9514779295,-1308.108031898737,3751.824045159544,-37326.64593484874
6736,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,21,1,22,0.325,-0.075,3.0,0.0008333333333333337,0.3111111111111111,0.3388888888888889,-0.09,-0.06,-546.6665863132803,-76.05641154991463,-2002842.3808252946,-1252.4701779087386,4244.141616423925,-27093.65902007868
6737,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,22,1,22,0.3527777777777778,-0.075,3.0,0.0008333333333333337,0.3388888888888889,0.3666666666666667,-0.09,-0.06,-555.3199470142135,-73.53733462962555,-2012811.0830000374,-1182.1633364756904,6598.36169000715,-17251.97850611061
6738,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,23,1,22,0.38055555555555554,-0.075,3.0,0.000833333333333332,0.3666666666666667,0.39444444444444443,-0.09,-0.06,-468.2492578434176,-73.53938862378709,-2023025.4937134124,-1065.5878715217113,12260.581382379558,-8543.439547733095
6739,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,24,1,22,0.4083333333333333,-0.075,3.0,0.0008333333333333337,0.39444444444444443,0.4222222222222222,-0.09,-0.06,-315.86120898637455,-97.27091212867526,-2033442.7014185372,-856.8472154438496,24736.20084801068,-2450.23396420603
6740,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,25,1,22,0.4361111111111111,-0.075,3.0,0.0008333333333333337,0.4222222222222222,0.45,-0.09,-0.06,-147.27721868507797,-52.82878635410452,-2043955.1542695547,-413.3176829914252,50229.34778935897,-405.56508683909976
6741,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,0,2,22,-0.28500000000000003,-0.045,3.0,0.0008999999999999991,-0.3,-0.27,-0.06,-0.03,-234.10946553875692,-48.962038850877434,-2758421.806515069,-737.1397606184086,-74958.91343191701,-1671.1749661900103
6742,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,1,2,22,-0.255,-0.045,3.0,0.0009000000000000007,-0.27,-0.24,-0.06,-0.03,-602.8550762092927,-113.71832817513496,-2780395.150359273,-1470.6796610727906,-32771.98109763551,-2260.1933114618687
6743,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,2,2,22,-0.22499999999999998,-0.045,3.0,0.0009,-0.24,-0.21,-0.06,-0.03,-978.3922870024107,-38.662252475041896,-2802474.1883605616,-1739.2132257247965,-12973.22100262437,4574.869804437583
6744,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,3,2,22,-0.195,-0.045,3.0,0.0009,-0.21,-0.18,-0.06,-0.03,-1277.7090376884444,81.3995080696186,-2824876.176890025,-1771.3831150233746,-3535.657015505247,15999.860099915106
6745,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,4,2,22,-0.16499999999999998,-0.045,3.0,0.0009,-0.18,-0.15,-0.06,-0.03,-1512.7723514764803,100.99531599017791,-2847760.099333088,-1643.8717066844306,2548.278395737832,29781.12302079952
6746,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,5,2,22,-0.135,-0.045,3.0,0.0009,-0.15,-0.12,-0.06,-0.03,-1643.7729921210557,130.87052211991977,-2871191.2922621085,-1460.2409302865467,9746.737213575592,45418.98207536682
6747,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,6,2,22,-0.105,-0.045,3.0,0.0009,-0.12,-0.09,-0.06,-0.03,-1485.7039751065895,-3884.979901400977,-2896027.4270754685,-2803.3091414819164,25678.904126264468,63286.90930213997
6748,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,7,2,22,-0.075,-0.045,3.0,0.0009,-0.09,-0.06,-0.06,-0.03,5615.835142701748,-11176.241671755328,-2920621.3296871604,625.3813252722224,55387.728697426,71746.04882794588
6749,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,8,2,22,-0.045,-0.045,3.0,0.0009,-0.06,-0.03,-0.06,-0.03,10653.982223051251,-13175.943340585334,-2944420.6803538557,10818.942936946949,95480.10528825286,61147.366155797
6750,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,9,2,22,-0.015,-0.045,3.0,0.0009,-0.03,0.0,-0.06,-0.03,12707.283010685467,-4460.673638301436,-2965608.2961136606,18901.559443061553,136691.92770183616,24017.11002641668
6751,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,10,2,22,0.015,-0.045,3.0,0.0009,0.0,0.03,-0.06,-0.03,14436.27213868138,10160.994981555385,-2983623.4185618507,19457.19699402402,164853.6654344524,-40188.865038729586
6752,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,11,2,22,0.045,-0.045,3.0,0.0009,0.03,0.06,-0.06,-0.03,14727.068538130145,20523.24514743779,-2999949.389030721,10890.326831012964,156291.4438628542,-124608.38390536234
6753,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,12,2,22,0.074,-0.045,3.0,0.0008399999999999999,0.06,0.088,-0.06,-0.03,16411.17364190833,17889.9407131247,-3015567.3717540717,-1558.111048258841,114464.12495807931,-178194.21047680703
6754,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,13,2,22,0.10200000000000001,-0.045,3.0,0.0008400000000000003,0.088,0.116,-0.06,-0.03,23533.9238585477,7124.938455972006,-3029968.294559906,-6128.357032882671,63894.538256051645,-198052.7625177841
6755,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,14,2,22,0.13,-0.045,3.0,0.0008400000000000003,0.116,0.14400000000000002,-0.06,-0.03,19282.138338165125,-176.69361725996714,-3046077.9780563554,-2639.629178317885,30312.54917159956,-177595.57290484355
6756,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,15,2,22,0.15800000000000003,-0.045,3.0,0.0008399999999999999,0.14400000000000002,0.17200000000000001,-0.06,-0.03,15296.583013998694,-392.8927473813528,-3061524.041565659,-2205.5849681844315,22659.34863644652,-157903.89814360844
6757,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,16,2,22,0.186,-0.045,3.0,0.0008399999999999999,0.17200000000000001,0.2,-0.06,-0.03,12110.356701670215,-1019.7987140237819,-3077708.4950046516,-1905.9626971135538,28244.759548768714,-138310.09853599904
6758,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,17,2,22,0.2138888888888889,-0.045,3.0,0.0008333333333333337,0.2,0.2277777777777778,-0.06,-0.03,9997.351576513029,200.55065254151123,-1818192.6304643715,-1530.3579014539719,15242.882188512012,-121607.07717153244
6759,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,18,2,22,0.24166666666666667,-0.045,3.0,0.000833333333333332,0.2277777777777778,0.25555555555555554,-0.06,-0.03,8185.69838727609,-20.985702745616436,-1826510.160117659,-1494.0682531644902,8098.494527588288,-108069.38890365884
6760,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,19,2,22,0.26944444444444443,-0.045,3.0,0.0008333333333333337,0.25555555555555554,0.2833333333333333,-0.06,-0.03,6423.619245231152,-95.02774266898632,-1835165.4037468282,-1360.2940262109041,4817.120214899382,-95661.53883868828
6761,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,20,2,22,0.2972222222222222,-0.045,3.0,0.0008333333333333337,0.2833333333333333,0.3111111111111111,-0.06,-0.03,4882.959491158195,-73.78436863323441,-1844105.2994556623,-1299.763609369596,3751.9290722720325,-83868.84345083809
6762,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,21,2,22,0.325,-0.045,3.0,0.0008333333333333337,0.3111111111111111,0.3388888888888889,-0.06,-0.03,3518.089057934005,-73.62538665177999,-1853352.2067869836,-1249.2218440274398,4244.179567579801,-72142.25343653001
6763,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,22,2,22,0.3527777777777778,-0.045,3.0,0.0008333333333333337,0.3388888888888889,0.3666666666666667,-0.06,-0.03,2329.9991531695123,-71.0330145485932,-1862909.831908262,-1180.4190375904243,6598.381630548587,-59990.602540823944
6764,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,23,2,22,0.38055555555555554,-0.045,3.0,0.000833333333333332,0.3666666666666667,0.39444444444444443,-0.06,-0.03,1336.3677248751046,-67.88194062764524,-1872803.8232939064,-1061.8677693853776,12260.634408689415,-46671.79042691986
6765,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,24,2,22,0.4083333333333333,-0.045,3.0,0.0008333333333333337,0.39444444444444443,0.4222222222222222,-0.06,-0.03,568.3341889387812,-46.18915297772037,-1883088.3137884634,-849.6349705259006,24736.558096005272,-30703.31103187365
6766,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,25,2,22,0.4361111111111111,-0.045,3.0,0.0008333333333333337,0.4222222222222222,0.45,-0.06,-0.03,81.76973112177802,-118.2020911782165,-1893884.0733276624,-407.27470750610036,50231.09369050091,-10652.69605847386
6767,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,0,3,22,-0.28500000000000003,-0.015,3.0,0.0008999999999999991,-0.3,-0.27,-0.03,0.0,-572.2277157427743,-2.9368552116211504,-2529774.153923721,-258.7488671417038,-36776.60876630247,-29859.787844763137
6768,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,1,3,22,-0.255,-0.015,3.0,0.0009000000000000007,-0.27,-0.24,-0.03,0.0,-2109.5967557074036,-101.62926251231693,-2551833.7688151626,-659.2705202202003,-13274.988911058133,-58320.98543589221
6769,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,2,3,22,-0.22499999999999998,-0.015,3.0,0.0009,-0.24,-0.21,-0.03,0.0,-4317.011773501872,-55.55204953509383,-2573496.4805634543,-797.7504765689373,-5339.708793349875,-61981.447069614194
6770,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,3,3,22,-0.195,-0.015,3.0,0.0009,-0.21,-0.18,-0.03,0.0,-6569.7422921874095,-54.248393091605976,-2595285.311029755,-769.3771584456166,-1415.976992612084,-54855.15517926713
6771,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,4,3,22,-0.16499999999999998,-0.015,3.0,0.0009,-0.18,-0.15,-0.03,0.0,-8493.527572758263,86.48463661724236,-2617381.746432116,-599.3867274721464,1107.8347735774394,-41959.00708149591
6772,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,5,3,22,-0.135,-0.015,3.0,0.0009,-0.15,-0.12,-0.03,0.0,-9891.220284916693,-377.27003856154624,-2640114.0924427058,-379.54759448270005,4353.724615911953,-24037.255693601135
6773,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,6,3,22,-0.105,-0.015,3.0,0.0009,-0.12,-0.09,-0.03,0.0,-11012.12074842886,776.9209474601084,-2663371.307916326,-459.38630935301387,10223.283895624181,2461.7852435664586
6774,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,7,3,22,-0.075,-0.015,3.0,0.0009,-0.09,-0.06,-0.03,0.0,-14865.77007089497,-16194.441054023919,-2692520.569686734,-8529.47643642376,57148.486901227385,56668.708388736166
6775,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,8,3,22,-0.045,-0.015,3.0,0.0009,-0.06,-0.03,-0.03,0.0,-2163.5691762373317,-23545.462454552646,-2717077.534706856,6408.296711191535,137885.23649792996,44012.39248542705
6776,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,9,3,22,-0.015,-0.015,3.0,0.0009,-0.03,0.0,-0.03,0.0,8672.44678189361,-4210.005612965324,-2735021.526738017,12954.455486329894,203508.76471898644,-5567.29030110625
6777,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,10,3,22,0.015,-0.015,3.0,0.0009,0.0,0.03,-0.03,0.0,20047.79785928526,17407.87254735164,-2749969.9212572053,11764.922843982777,268213.18389008136,-71738.84846514091
6778,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,11,3,22,0.045,-0.015,3.0,0.0009,0.03,0.06,-0.03,0.0,34160.031664018985,41084.70764564304,-2759904.507763926,2710.0702129329247,305075.6303152129,-219134.37704292656
6779,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,12,3,22,0.074,-0.015,3.0,0.0008399999999999999,0.06,0.088,-0.03,0.0,55800.53107605933,28018.702545321546,-2768959.9119380247,-17995.56624744336,170598.42757652732,-425987.1701851186
6780,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,13,3,22,0.10200000000000001,-0.015,3.0,0.0008400000000000003,0.088,0.116,-0.03,0.0,39875.42667173827,-1203.3548588578124,-2786809.158811178,-1755.0109499717753,26703.175525745068,-313517.1477014845
6781,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,14,3,22,0.13,-0.015,3.0,0.0008400000000000003,0.116,0.14400000000000002,-0.03,0.0,32831.88488694513,446.9041280042147,-2799597.3258108683,-617.2203777854642,13573.311543846814,-267378.0142648273
6782,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,15,3,22,0.15800000000000003,-0.015,3.0,0.0008399999999999999,0.14400000000000002,0.17200000000000001,-0.03,0.0,27715.795349437394,-295.35297772765625,-2813947.295883608,-525.7536127517621,9483.706218102327,-236214.23969659148
6783,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,16,3,22,0.186,-0.015,3.0,0.0008399999999999999,0.17200000000000001,0.2,-0.03,0.0,23263.780902668368,-869.5918435237836,-2829359.6853391784,-790.4506018906832,13416.319180936553,-205630.4547857456
6784,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,17,3,22,0.2138888888888889,-0.015,3.0,0.0008333333333333337,0.2,0.2277777777777778,-0.03,0.0,19375.450369550555,457.3244166368386,-1670749.044219987,-897.5447260340055,7326.999743251751,-176002.45792274675
6785,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,18,3,22,0.24166666666666667,-0.015,3.0,0.000833333333333332,0.2277777777777778,0.25555555555555554,-0.03,0.0,15957.139573821041,-126.91790852032136,-1678511.5395676915,-614.6907445788383,3384.4283906091005,-157694.54858113703
6786,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,19,3,22,0.26944444444444443,-0.015,3.0,0.0008333333333333337,0.25555555555555554,0.2833333333333333,-0.03,0.0,12927.069933510094,-62.3857184536173,-1686576.2676048672,-602.4800046533346,2044.7855677021048,-143270.97078111334
6787,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,20,3,22,0.2972222222222222,-0.015,3.0,0.0008333333333333337,0.2833333333333333,0.3111111111111111,-0.03,0.0,10121.989392668125,-70.8839441567543,-1695020.021577224,-587.6174158106248,1603.0004842548321,-130334.91218114272
6788,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,21,3,22,0.325,-0.015,3.0,0.0008333333333333337,0.3111111111111111,0.3388888888888889,-0.03,0.0,7521.537916421716,-66.16855255904375,-1703798.4226441053,-568.1532430897157,1806.756591424346,-117583.61745025963
6789,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,22,3,22,0.3527777777777778,-0.015,3.0,0.0008333333333333337,0.3388888888888889,0.3666666666666667,-0.03,0.0,5136.948956792825,-68.63175058591878,-1712926.4325651093,-539.5340927938621,2781.717421707387,-103831.109654891
6790,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,23,3,22,0.38055555555555554,-0.015,3.0,0.000833333333333332,0.3666666666666667,0.39444444444444443,-0.03,0.0,3021.4133915200946,-68.0889419663581,-1722453.3785255388,-487.51288677255314,5128.558338548368,-87284.08626228571
6791,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,24,3,22,0.4083333333333333,-0.015,3.0,0.0008333333333333337,0.39444444444444443,0.4222222222222222,-0.03,0.0,1299.629018091422,-52.06394426949555,-1732497.3042616537,-368.7433417638143,10217.403464987874,-64455.70797502063
6792,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,25,3,22,0.4361111111111111,-0.015,3.0,0.0008333333333333337,0.4222222222222222,0.45,-0.03,0.0,246.788749980391,-120.46975952270441,-1743348.608462792,-132.6792145272096,24676.996311272185,-27322.583616959553
6793,1,web:web,,90,0.85,0.3541666666666667,0.2,8,4,22,-0.045,0.01325,3.0,0.0007949999999999999,-0.06,-0.03,0.0,0.0265,-7425.2147794974735,-42840.27316411835,-2505942.8039275743,-6715.066873456041,209449.6373990265,20049.337227646574
6794,1,web:web,,90,0.85,0.3541666666666667,0.2,9,4,22,-0.015,0.01325,3.0,0.0007949999999999999,-0.03,0.0,0.0,0.0265,3931.193068669061,1503.1705217878334,-2519235.3003691686,1055.4009880746405,259569.68036784822,-16457.898851635866
6795,1,web:web,,90,0.85,0.3541666666666667,0.2,10,4,22,0.015,0.01325,3.0,0.0007949999999999999,0.0,0.03,0.0,0.0265,16703.95000530884,25101.73991305707,-2534631.603298984,-2712.3687635536,345660.845419587,-65256.63849913453
6796,1,web:web,,90,0.85,0.3541666666666667,0.2,11,4,22,0.045,0.01325,3.0,0.0007949999999999999,0.03,0.06,0.0,0.0265,26228.83794540516,79091.3702657515,-2542212.289726711,-19038.39753930519,563291.2745362564,-142058.75897629932
6797,1,web:web,,90,0.85,0.3541666666666667,0.2,8,5,22,-0.045,0.03975,3.0,0.0007949999999999999,-0.06,-0.03,0.0265,0.053,920.3936833097832,-33291.343208863225,-2301388.507869189,-4117.738693652054,220819.82606185786,-3708.290811454567
6798,1,web:web,,90,0.85,0.3541666666666667,0.2,9,5,22,-0.015,0.03975,3.0,0.0007949999999999999,-0.03,0.0,0.0265,0.053,1679.586681371904,3208.796086231596,-2318867.118077802,-8524.716826347014,298137.4545004129,-16045.810780374333
6799,1,web:web,,90,0.85,0.3541666666666667,0.2,10,5,22,0.015,0.03975,3.0,0.0007949999999999999,0.0,0.03,0.0265,0.053,6956.057465851889,40742.26698103582,-2334570.4185440233,-11235.114135692518,397020.56628438085,-38549.099287258156
6800,1,web:web,,90,0.85,0.3541666666666667,0.2,11,5,22,0.045,0.03975,3.0,0.0007949999999999999,0.03,0.06,0.0265,0.053,-153.26869911781978,74820.21339625074,-2353298.8659441113,-5306.742217684786,504274.3835358086,-18461.485731615998
6801,1,web:web,,90,0.85,0.3541666666666667,0.2,8,6,22,-0.045,0.06625,3.0,0.000795,-0.06,-0.03,0.053,0.0795,-3.925116648490075,-22480.229572917626,-2098795.747987735,-4772.7379245013,238006.93690289184,-3657.2687460491434
6802,1,web:web,,90,0.85,0.3541666666666667,0.2,9,6,22,-0.015,0.06625,3.0,0.000795,-0.03,0.0,0.053,0.0795,1108.5234349995153,11697.546984196757,-2117829.591963259,-10738.973450067144,319767.5378955578,-11607.974380913813
6803,1,web:web,,90,0.85,0.3541666666666667,0.2,10,6,22,0.015,0.06625,3.0,0.000795,0.0,0.03,0.053,0.0795,-124.68339773721527,44472.3783439371,-2137383.1752345725,-10300.410733590525,407374.718645722,-14638.195556853278
6804,1,web:web,,90,0.85,0.3541666666666667,0.2,11,6,22,0.045,0.06625,3.0,0.000795,0.03,0.06,0.053,0.0795,514.760303585208,75100.57602829306,-2157027.5000628233,-4148.212952521941,494767.6690539454,-7211.378267222395
6805,1,web:web,,90,0.85,0.3541666666666667,0.2,8,7,22,-0.045,0.09275,3.0,0.0007949999999999998,-0.06,-0.03,0.0795,0.106,-6.588010319333989,-10336.172012567054,-1896231.1804390743,-5063.888390523693,252628.18892790814,-2339.427564045725
6806,1,web:web,,90,0.85,0.3541666666666667,0.2,9,7,22,-0.015,0.09275,3.0,0.0007949999999999998,-0.03,0.0,0.0795,0.106,-343.44216035766294,19304.851181601523,-1917699.9058869928,-10699.855993516743,332766.60979823273,-6030.516143184776
6807,1,web:web,,90,0.85,0.3541666666666667,0.2,10,7,22,0.015,0.09275,3.0,0.0007949999999999998,0.0,0.03,0.0795,0.106,-217.92106725275517,48033.57994964067,-1939153.410601574,-10214.164073981345,415028.76923983207,-6632.375900610661
6808,1,web:web,,90,0.85,0.3541666666666667,0.2,11,7,22,0.045,0.09275,3.0,0.0007949999999999998,0.03,0.06,0.0795,0.106,-348.98202815820696,75712.52662225958,-1960896.795312731,-4368.069116239747,496503.8361705846,-2902.0902922932682
6809,1,web:web,,90,0.85,0.3541666666666667,0.2,8,8,22,-0.045,0.11925,3.0,0.0007950000000000002,-0.06,-0.03,0.106,0.1325,-166.67982402356574,1970.7428073243354,-1694058.435983025,-4944.17760720849,264131.9849372078,-1218.3447652204584
6810,1,web:web,,90,0.85,0.3541666666666667,0.2,9,8,22,-0.015,0.11925,3.0,0.0007950000000000002,-0.03,0.0,0.106,0.1325,-269.9888248494244,27125.638751848193,-1717579.2325714396,-10640.119505944353,342838.5976748442,-3016.069494987838
6811,1,web:web,,90,0.85,0.3541666666666667,0.2,10,8,22,0.015,0.11925,3.0,0.0007950000000000002,0.0,0.03,0.106,0.1325,-336.6984701587353,51842.13896049012,-1741120.5976364007,-10350.651941624781,422526.83513854386,-3118.863535899359
6812,1,web:web,,90,0.85,0.3541666666666667,0.2,11,8,22,0.045,0.11925,3.0,0.0007950000000000002,0.03,0.06,0.106,0.1325,-104.92506145359948,76255.5196852918,-1764673.0436088273,-4608.717659451067,501810.3520934284,-1321.697132048818
6813,1,web:web,,90,0.85,0.3541666666666667,0.2,8,9,22,-0.045,0.14575,3.0,0.0007949999999999998,-0.06,-0.03,0.1325,0.159,-80.29513981414493,14322.627413157665,-1492135.4379083065,-4846.500240184367,273525.7499971291,-616.5563699128106
6814,1,web:web,,90,0.85,0.3541666666666667,0.2,9,9,22,-0.015,0.14575,3.0,0.0007949999999999998,-0.03,0.0,0.1325,0.159,-180.82209262164542,35201.566321140446,-1517681.5652794554,-10585.906530886889,351426.9492619354,-1498.3875779171165
6815,1,web:web,,90,0.85,0.3541666666666667,0.2,10,9,22,0.015,0.14575,3.0,0.0007949999999999998,0.0,0.03,0.1325,0.159,-161.8685096752597,55972.42413502571,-1543186.3208252122,-10482.615067206323,429874.3438646303,-1517.2438413907464
6816,1,web:web,,90,0.85,0.3541666666666667,0.2,11,9,22,0.045,0.14575,3.0,0.0007949999999999998,0.03,0.06,0.1325,0.159,-101.03658271714812,76662.95435424853,-1568698.6975364692,-4735.511696388325,508217.96605353,-634.1570408524325
