element_tag,polygon_idx,polygon_name,container_idx,material_tag,weightabs,shear_weightabs,poisson,i,j,k,x,y,z,area,x0,x1,y0,y1,sigma_xx_3d,sigma_yy_3d,sigma_zz_3d,tau_xy_3d,tau_yz_3d,tau_zx_3d
6707,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,18,0,22,0.24166666666666667,-0.105,3.0,0.000833333333333332,0.2277777777777778,0.25555555555555554,-0.12,-0.09,-7819.336978737847,-30.404339250177145,-2122455.2387529975,-642.5295156488817,3383.49049301818,-7328.608189330747
6708,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,19,0,22,0.26944444444444443,-0.105,3.0,0.0008333333333333337,0.25555555555555554,0.2833333333333333,-0.12,-0.09,-6802.686273456202,-75.85407709452556,-2132221.219816772,-623.5255677253008,2044.642131930838,142.16639464410645
6709,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,20,0,22,0.2972222222222222,-0.105,3.0,0.0008333333333333337,0.2833333333333333,0.3111111111111111,-0.12,-0.09,-5738.5514117204,-76.27586441743188,-2142167.102282825,-598.1878922134638,1602.9803510941565,9132.651232453063
6710,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,21,0,22,0.325,-0.105,3.0,0.0008333333333333337,0.3111111111111111,0.3388888888888889,-0.12,-0.09,-4609.792047832743,-78.94536557828542,-2152340.494103786,-571.3260369747877,1806.7566894708823,18340.97408223587
6711,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,22,0,22,0.3527777777777778,-0.105,3.0,0.0008333333333333337,0.3388888888888889,0.3666666666666667,-0.12,-0.09,-3416.400052767014,-76.67260870034806,-2162737.6244407627,-541.197750667731,2781.712926682085,26581.789791972067
6712,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,23,0,22,0.38055555555555554,-0.105,3.0,0.000833333333333332,0.3666666666666667,0.39444444444444443,-0.12,-0.09,-2200.66503001441,-77.67492350254906,-2173317.3261609506,-491.8017365038395,5128.504971194392,32062.154195259016
6713,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,24,0,22,0.4083333333333333,-0.105,3.0,0.0008333333333333337,0.39444444444444443,0.4222222222222222,-0.12,-0.09,-1078.27148373198,-95.97069293062668,-2183970.8537096153,-378.257312849164,10217.098780566206,31295.86575987128
6714,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,25,0,22,0.4361111111111111,-0.105,3.0,0.0008333333333333337,0.4222222222222222,0.45,-0.12,-0.09,-321.378473007353,-38.65395686856937,-2194419.5482324837,-141.14445939660072,24674.580613967653,16260.752239140373
6715,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,0,1,22,-0.28500000000000003,-0.075,3.0,0.0008999999999999991,-0.3,-0.27,-0.09,-0.06,192.96084843878634,-169.2210862368811,-2987655.339875284,-724.4502312491338,-74955.99792195018,16095.794131247327
6716,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,1,1,22,-0.255,-0.075,3.0,0.0009000000000000007,-0.27,-0.24,-0.09,-0.06,1075.8367541150656,-50.80708759755362,-3009183.870127457,-1458.7044111266732,-32771.78893281116,45528.1667762408
6717,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,2,1,22,-0.22499999999999998,-0.075,3.0,0.0009,-0.24,-0.21,-0.09,-0.06,2440.868683245033,-42.677496967604384,-3031516.969140694,-1764.2280519679189,-12974.817140616788,67530.73079350716
6718,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,3,1,22,-0.195,-0.075,3.0,0.0009,-0.21,-0.18,-0.09,-0.06,4116.331178155611,48.43770753184799,-3054461.8188843383,-1924.7453706959884,-3543.617049759875,84936.82848363463
