element_tag,polygon_idx,polygon_name,container_idx,material_tag,weightabs,shear_weightabs,poisson,i,j,k,x,y,z,area,x0,x1,y0,y1,sigma_xx_3d,sigma_yy_3d,sigma_zz_3d,tau_xy_3d,tau_yz_3d,tau_zx_3d,sigma_zz_csf,tau_x_csf,tau_y_csf,potential_triangle_hits,sigma_zz_error,tau_x_error,tau_y_error
6816,1,web:web,,90,0.85,0.3541666666666667,0.2,11,9,22,0.045,0.14575,3.0,0.0007949999999999998,0.03,0.06,0.1325,0.159,-101.03658271714812,76662.95435424853,-1568698.6975364692,-4735.511696388325,508217.96605353,-634.1570408524325,-1587874.5561441714,-297.294314534675,391825.3823371569,2,-19175.85860770219,336.8627263177575,-116392.58371637308
6817,1,web:web,,90,0.85,0.3541666666666667,0.2,8,10,22,-0.045,0.17225000000000001,3.0,0.0007949999999999998,-0.06,-0.03,0.159,0.1855,-54.88850195048144,26714.782657311356,-1290457.5432914807,-4808.612253894409,281522.386699494,-320.1947652036324,-1272077.2117373536,-156.76182039627264,396572.31909339514,2,18380.33155412716,163.43294480735977,115049.93239390117
6818,1,web:web,,90,0.85,0.3541666666666667,0.2,9,10,22,-0.015,0.17225000000000001,3.0,0.0007949999999999998,-0.03,0.0,0.159,0.1855,-79.50951153680217,43506.74704859883,-1317959.4620913782,-10568.77597913891,359010.14322393516,-769.6476968247443,-1311806.621732589,-379.7225127720352,396688.8866654204,2,6152.840358789079,389.92518405270914,37678.74344148522
6819,1,web:web,,90,0.85,0.3541666666666667,0.2,10,10,22,0.015,0.17225000000000001,3.0,0.0007949999999999998,0.0,0.03,0.159,0.1855,-85.85458407440456,60277.304608627106,-1345434.1272037465,-10546.107076714437,436854.3715590804,-773.1487754362946,-1351536.0317278244,-414.29854157939553,396893.94768944214,2,-6101.904524077894,358.8502338568991,-39960.42386963824
6820,1,web:web,,90,0.85,0.3541666666666667,0.2,11,10,22,0.045,0.17225000000000001,3.0,0.0007949999999999998,0.03,0.06,0.159,0.1855,-54.925687908311374,77050.09227927483,-1372897.0705432524,-4790.0739650428295,514760.7346902813,-323.12030987255275,-1391265.4417230599,-195.12266053901595,397067.58764402673,2,-18368.371179807466,127.9976493335368,-117693.14704625454
6821,1,web:web,,90,0.85,0.3541666666666667,0.2,8,11,22,-0.045,0.19874999999999998,3.0,0.0007949999999999998,-0.06,-0.03,0.1855,0.212,-33.288238808192546,39181.33642532895,-1088957.4153688964,-4803.0039219086375,288504.0572685736,-182.4001737665385,-1075468.0973162425,-114.14092216924475,404114.50913470046,6,13489.318052653922,68.25925159729375,115610.45186612685
6822,1,web:web,,90,0.85,0.3541666666666667,0.2,9,11,22,-0.015,0.19874999999999998,3.0,0.0007949999999999998,-0.03,0.0,0.1855,0.212,-41.513696628739126,51943.004272675345,-1118407.253904922,-10571.172949080667,365778.38377311704,-432.140198379755,-1115197.507311478,-257.3159980853509,404176.07730071753,6,3209.7465934439097,174.82420029440414,38397.693527600495
6823,1,web:web,,90,0.85,0.3541666666666667,0.2,10,11,22,0.015,0.19874999999999998,3.0,0.0007949999999999998,0.0,0.03,0.1855,0.212,-42.0990264545253,64701.502994478506,-1147835.3874566688,-10572.97446745634,443321.22470855527,-432.8607424000899,-1154926.9173067133,-265.6559241624054,404273.8393229532,6,-7091.529850044521,167.2048182376845,-39047.38538560207
6824,1,web:web,,90,0.85,0.3541666666666667,0.2,11,11,22,0.045,0.19874999999999998,3.0,0.0007949999999999998,0.03,0.06,0.1855,0.212,-40.45603309368016,77470.0340145611,-1177257.0778300818,-4808.349555328488,521009.87905075774,-182.82124191274247,-1194656.3273019488,-123.66838748639404,404350.86261936504,6,-17399.24947186699,59.152854426348426,-116659.0164313927
6825,1,web:web,,90,0.85,0.3541666666666667,0.2,8,12,22,-0.045,0.22525,3.0,0.0007949999999999998,-0.06,-0.03,0.212,0.2385,-24.019704340258613,51724.80208572227,-887593.8706680514,-4807.391226738691,294663.26727701107,-122.97032807208598,-878858.9828951309,-90.346156065231,410874.788795257,2,8734.887772920541,32.62417200685498,116211.52151824592
6826,1,web:web,,90,0.85,0.3541666666666667,0.2,9,12,22,-0.015,0.22525,3.0,0.0007949999999999998,-0.03,0.0,0.212,0.2385,-24.46744417800801,60466.13871682223,-918987.4840082296,-10580.730912968516,371817.6012033547,-285.27109288113815,-918588.3928903665,-195.347730004316,410904.6523269998,2,399.09111786307767,89.92336287682215,39087.0511236451
6827,1,web:web,,90,0.85,0.3541666666666667,0.2,10,12,22,0.015,0.22525,3.0,0.0007949999999999998,0.0,0.03,0.212,0.2385,-26.795106977864634,69201.84417678168,-950366.9362689822,-10585.413637210926,449198.67747129936,-285.45364421606064,-958317.8028856018,-197.518954911245,410948.9104803816,2,-7950.866616619518,87.93468930481563,-38249.76699091779
6828,1,web:web,,90,0.85,0.3541666666666667,0.2,11,12,22,0.045,0.22525,3.0,0.0007949999999999998,0.03,0.06,0.212,0.2385,-29.475393996341154,77943.50433524072,-981742.9202575021,-4813.777480088174,526766.4681070404,-123.01262264202039,-998047.2128808373,-93.3165570134006,410981.64027344435,2,-16304.292623335146,29.69606562861979,-115784.82783359603
6829,1,web:web,,90,0.85,0.3541666666666667,0.2,8,13,22,-0.045,0.25175000000000003,3.0,0.0007950000000000007,-0.06,-0.03,0.2385,0.265,-16.35556314783753,64334.225036743825,-686329.4662863894,-4813.13531116893,300094.0379328318,-101.52559602633119,-682249.8684740193,-81.84993941690968,414876.68100322725,2,4079.597812370048,19.67565660942151,114782.64307039545
6830,1,web:web,,90,0.85,0.3541666666666667,0.2,9,13,22,-0.015,0.25175000000000003,3.0,0.0007950000000000007,-0.03,0.0,0.2385,0.265,-16.884076392190764,69048.81589624853,-719668.1050217111,-10591.014188607534,377167.99881194223,-230.3128918160995,-721979.2784692548,-173.6647582626659,414895.2014470794,2,-2311.173447543755,56.64813355343358,37727.20263513719
6831,1,web:web,,90,0.85,0.3541666666666667,0.2,10,13,22,0.015,0.25175000000000003,3.0,0.0007950000000000007,0.0,0.03,0.2385,0.265,-18.732581011136062,73756.08765021546,-752997.0472260508,-10593.74529741953,454448.8183290648,-230.37389089291295,-761708.6884644903,-174.60068960419935,414922.14124911866,2,-8711.641238439595,55.77320128871361,-39526.67707994615
6832,1,web:web,,90,0.85,0.3541666666666667,0.2,11,13,22,0.045,0.25175000000000003,3.0,0.0007950000000000007,0.03,0.06,0.2385,0.265,-22.32289663006668,78465.91854147133,-786326.0069161444,-4816.405265266697,531935.9365552913,-101.52928273628156,-801438.0984597259,-83.27212150774237,414941.7201191944,2,-15112.091543581453,18.25716122853919,-116994.21643609687
6833,1,web:web,,90,0.85,0.3541666666666667,0.2,8,14,22,-0.045,0.27825,3.0,0.000794999999999999,-0.06,-0.03,0.265,0.2915,-9.434376229386544,76992.73604551436,-485131.6070336266,-4818.102227735023,304841.98062782985,-98.06449659479162,-485640.75405290833,-74.68154112880845,420138.19549254805,6,-509.14701928175054,23.382955465983173,115296.2148647182
6834,1,web:web,,90,0.85,0.3541666666666667,0.2,9,14,22,-0.015,0.27825,3.0,0.000794999999999999,-0.03,0.0,0.265,0.2915,-10.469678196604946,77673.25462992844,-520416.3340826569,-10600.411619553965,381849.0534863441,-218.78750718260807,-525370.1640481438,-155.5359156488881,420148.00788654544,6,-4953.82996548689,63.25159153371996,38298.95440020133
6835,1,web:web,,90,0.85,0.3541666666666667,0.2,10,14,22,0.015,0.27825,3.0,0.000794999999999999,0.0,0.03,0.265,0.2915,-12.448143071611412,78347.29755177928,-555694.937821688,-10601.348630274337,459053.8090691231,-218.81060401101908,-565099.5740433794,-155.79266625444225,420162.1614582252,6,-9404.636221691384,63.01793775657683,-38891.6476108979
6836,1,web:web,,90,0.85,0.3541666666666667,0.2,11,14,22,0.045,0.27825,3.0,0.000794999999999999,0.03,0.06,0.265,0.2915,-15.254247132921591,79024.14457089678,-590976.2721532653,-4819.116581700742,536473.8260050751,-98.07244899806878,-604828.9840386149,-75.10889820792687,420172.37087504234,6,-13852.711885349592,22.96355079014191,-116301.45513003279
6837,1,web:web,,90,0.85,0.3541666666666667,0.2,8,15,22,-0.045,0.30474999999999997,3.0,0.0007950000000000007,-0.06,-0.03,0.2915,0.318,-2.277180307028175,89682.79597593803,-283968.87131386413,-4822.353785862526,308928.54606864974,-102.43698091122012,-289031.6396317972,-70.35357877309434,424664.7942619776,2,-5062.768317933078,32.08340213812578,115736.24819332786
6838,1,web:web,,90,0.85,0.3541666666666667,0.2,9,15,22,-0.015,0.30474999999999997,3.0,0.0007950000000000007,-0.03,0.0,0.2915,0.318,-3.756076994461182,86323.3363237172,-321200.93546710646,-10608.999882864457,385870.1232355299,-226.17168025299907,-328761.0496270327,-144.99665359927653,424671.1859031912,2,-7560.114159926248,81.17502665372254,38801.06266766129
6839,1,web:web,,90,0.85,0.3541666666666667,0.2,10,15,22,0.015,0.30474999999999997,3.0,0.0007950000000000007,0.0,0.03,0.2915,0.318,-5.6875599124032306,82960.20380616642,-358429.86353626585,-10608.926392232379,463005.83556478284,-226.1787936401864,-368490.4596222682,-145.12976035060515,424680.27858268435,2,-10060.596086002362,81.04903328958125,-38325.5569820985
6840,1,web:web,,90,0.85,0.3541666666666667,0.2,11,15,22,0.045,0.30474999999999997,3.0,0.0007950000000000007,0.03,0.06,0.2915,0.318,-8.113812868497916,79602.25899008443,-395664.0936830032,-4822.198614940047,540360.1504330232,-102.44980251044035,-408219.86961750366,-70.65077331033535,424686.7459445575,2,-12555.775934500445,31.799029200104997,-115673.40448846575
6841,1,web:web,,90,0.85,0.3541666666666667,0.2,8,16,22,-0.045,0.33125,3.0,0.000794999999999999,-0.06,-0.03,0.318,0.3445,4.9765501205502005,102387.25773046011,-82810.32960103825,-4826.25006681184,312362.49248938204,-108.82843960138659,-92422.52521068572,-67.99747668536536,427194.446179557,2,-9612.195609647475,40.830962916021235,114831.95369017497
6842,1,web:web,,90,0.85,0.3541666666666667,0.2,9,16,22,-0.015,0.33125,3.0,0.000794999999999999,-0.03,0.0,0.318,0.3445,3.33758631679666,94983.14368693676,-121991.03277064467,-10617.072931230068,389235.35417690565,-238.4320541061461,-132151.9352059212,-139.2827736301891,427200.9064173251,2,-10160.902435276541,99.149280475957,37965.552240419434
6843,1,web:web,,90,0.85,0.3541666666666667,0.2,10,16,22,0.015,0.33125,3.0,0.000794999999999999,0.0,0.03,0.318,0.3445,1.392596305862753,87579.24881596761,-161171.42170440324,-10616.439731982848,466302.4929395287,-238.4304465285192,-171881.34520115674,-139.37667297308022,427210.09978583467,2,-10709.923496753501,99.053773555439,-39092.39315369405
6844,1,web:web,,90,0.85,0.3541666666666667,0.2,11,16,22,0.045,0.33125,3.0,0.000794999999999999,0.03,0.06,0.318,0.3445,-0.808236078984919,80184.08582075653,-200359.48690592498,-4825.397584877908,543587.8807286497,-108.8431768467029,-211610.75519639222,-68.2572806167494,427216.6409497068,2,-11251.26829046724,40.585896229953505,-116371.2397789429
6845,1,web:web,,90,0.85,0.3541666666666667,0.2,8,17,22,-0.045,0.35775,3.0,0.0007950000000000007,-0.06,-0.03,0.3445,0.371,12.085644359809521,115089.17816348851,118374.91741938746,-4829.750175530712,315144.2640465889,-112.56677873246372,104186.58921042575,-63.55338177899831,430256.7934376714,6,-14188.328208961713,49.01339695346541,115112.52939108247
6846,1,web:web,,90,0.85,0.3541666666666667,0.2,9,17,22,-0.015,0.35775,3.0,0.0007950000000000007,-0.03,0.0,0.3445,0.371,9.799544557412446,103636.5905336509,77243.96832846645,-10624.484471529722,391945.4993694102,-244.2880816695591,64457.17921519026,-128.47106068710696,430267.059983418,6,-12786.789113276187,115.81702098245214,38321.56061400776
6847,1,web:web,,90,0.85,0.3541666666666667,0.2,10,17,22,0.015,0.35775,3.0,0.0007950000000000007,0.0,0.03,0.3445,0.371,7.908230063403607,92188.74464157369,36110.61943999947,-10623.890419259667,468944.9533134252,-244.27189236382645,24727.769219954764,-128.43770747367915,430281.70938422065,6,-11382.850220044707,115.8341848901473,-38663.24392920453
6848,1,web:web,,90,0.85,0.3541666666666667,0.2,11,17,22,0.045,0.35775,3.0,0.0007950000000000007,0.03,0.06,0.3445,0.371,6.274262908849778,80753.53798133942,-5032.523730002962,-4828.694279534122,546158.5069212529,-112.57308271030585,-15001.640775280737,-63.696500663438606,430292.15392519796,6,-9969.117045277775,48.87658204686725,-115866.35299605498
6849,1,web:web,,90,0.85,0.3541666666666667,0.2,8,18,22,-0.045,0.38425,3.0,0.000794999999999999,-0.06,-0.03,0.371,0.39749999999999996,18.202996447696933,127770.7541528928,319617.7711949436,-4831.807751146456,317265.7624740092,-107.55183544568717,300795.7036315368,-55.59050693533694,432583.75133433595,2,-18822.067563406774,51.961328510350235,115317.98886032676
6850,1,web:web,,90,0.85,0.3541666666666667,0.2,9,18,22,-0.015,0.38425,3.0,0.000794999999999999,-0.03,0.0,0.371,0.39749999999999996,13.645359294096124,112268.11179376603,276534.69606712606,-10630.087262863915,393997.8160584582,-228.98862783114117,261066.29363630136,-109.39508224542563,432602.9957113163,2,-15468.402430824703,119.59354558571555,38605.17965285812
6851,1,web:web,,90,0.85,0.3541666666666667,0.2,10,18,22,0.015,0.38425,3.0,0.000794999999999999,0.0,0.03,0.371,0.39749999999999996,11.593862500667456,96773.65837914683,233446.2288901409,-10631.8036756441,470938.0608185803,-228.9161416857193,221336.88364106583,-109.06897355290128,432631.07516731764,2,-12109.345249075064,119.84716813281803,-38306.98565126269
6852,1,web:web,,90,0.85,0.3541666666666667,0.2,11,18,22,0.045,0.38425,3.0,0.000794999999999999,0.03,0.06,0.371,0.39749999999999996,12.565339734268491,81294.22748809133,190346.33808138326,-4832.876834673187,548082.2883833585,-107.50348486627142,181607.47364583035,-55.77112063284343,432651.54208578996,2,-8738.86443555291,51.732364233427994,-115430.74629756855
6853,1,web:web,,90,0.85,0.3541666666666667,0.2,8,19,22,-0.045,0.41074999999999995,3.0,0.0007950000000000007,-0.06,-0.03,0.39749999999999996,0.424,22.616595495608635,140411.3599460263,520949.36878766667,-4829.421108501653,318705.3595809974,-82.9050792704026,497404.81805264787,-46.27646701744137,433640.5066875306,2,-23544.550735018798,36.628612252961226,114935.14710653323
6854,1,web:web,,90,0.85,0.3541666666666667,0.2,9,19,22,-0.015,0.41074999999999995,3.0,0.0007950000000000007,-0.03,0.0,0.39749999999999996,0.424,10.92142919584876,120863.9149565282,475912.05759628845,-10630.972286589444,395383.95766275935,-166.1783356362333,457675.4080574125,-86.54943729106648,433671.5202587895,2,-18236.649538875965,79.62889834516682,38287.562596030126
6855,1,web:web,,90,0.85,0.3541666666666667,0.2,10,19,22,0.015,0.41074999999999995,3.0,0.0007950000000000007,0.0,0.03,0.39749999999999996,0.424,9.455821445648326,101321.53647192984,430865.41824691725,-10641.670599137744,472292.38030405284,-165.89605012411874,417945.9980621769,-85.28256799924809,433717.71882809134,2,-12919.420184740331,80.61348212487066,-38574.661475961504
6856,1,web:web,,90,0.85,0.3541666666666667,0.2,11,19,22,0.045,0.41074999999999995,3.0,0.0007950000000000007,0.03,0.06,0.39749999999999996,0.424,16.354108788189478,81788.24360539466,385805.3196819423,-4840.32828971992,549383.29834898,-82.63246508377294,378216.5880669415,-45.84317962018152,433752.0438618856,2,-7588.731615000812,36.78928546359142,-115631.25448709441
6857,1,web:web,,90,0.85,0.3541666666666667,0.2,8,20,22,-0.045,0.43725,3.0,0.0007950000000000007,-0.06,-0.03,0.424,0.4505,22.883377403341,152984.30541046805,722400.9842434495,-4817.210274659097,319415.4319295436,-17.034101069594424,694013.9324737599,-8.555943324075391,434614.21508967894,2,-28387.051769689657,8.478157745519033,115198.78316013532
6858,1,web:web,,90,0.85,0.3541666666666667,0.2,9,20,22,-0.015,0.43725,3.0,0.0007950000000000007,-0.03,0.0,0.424,0.4505,1.8571603310992941,129414.37067426372,675409.3446426641,-10622.29143964251,396084.6684781201,-3.4075692550589642,654284.5224785244,11.203446328019105,434692.73238567944,2,-21124.82216413971,14.61101558307807,38608.06390755932
6859,1,web:web,,90,0.85,0.3541666666666667,0.2,10,20,22,0.015,0.43725,3.0,0.0007950000000000007,0.0,0.03,0.424,0.4505,-1.7299981225805823,105824.4478680886,628398.3690703805,-10655.306104466319,473029.3021494678,-2.360135763262709,614555.1124832889,23.20405224757269,434820.9255110069,2,-13843.2565870916,25.564188010835398,-38208.376638460904
6860,1,web:web,,90,0.85,0.3541666666666667,0.2,11,20,22,0.045,0.43725,3.0,0.0007950000000000007,0.03,0.06,0.424,0.4505,18.728104103705846,82215.07772771675,581370.986767271,-4855.151738012831,550112.1015453413,-15.933181732272109,574825.7024880534,1.1407417018587387,434923.76984790247,2,-6545.284279217594,17.073923434130847,-115188.33169743884
6861,1,web:web,,90,0.85,0.3541666666666667,0.2,8,21,22,-0.045,0.46375,3.0,0.000794999999999999,-0.06,-0.03,0.4505,0.477,30.317989925999427,165456.84530662667,924008.9085878213,-4791.7101917813225,319295.8226225066,133.83963881246746,890623.0468948708,25.090583764947954,434510.04529370123,2,-33385.86169295048,-108.7490550475195,115214.22267119464
6862,1,web:web,,90,0.85,0.3541666666666667,0.2,9,21,22,-0.015,0.46375,3.0,0.000794999999999999,-0.03,0.0,0.4505,0.477,-3.787691911973525,137910.4798527084,875063.3516546506,-10601.366860345006,396058.1309259559,366.402381795769,850893.6368996353,108.00255138752982,434628.6825663789,2,-24169.71475501533,-258.39983040823915,38570.551640423015
6863,1,web:web,,90,0.85,0.3541666666666667,0.2,10,21,22,0.015,0.46375,3.0,0.000794999999999999,0.0,0.03,0.4505,0.477,-0.32335371189401485,110280.99505138173,826080.0810222852,-10668.879992216825,473191.8198297223,370.60497791444266,811164.2269043998,142.2117300311414,434842.8830089663,2,-14915.854117885348,-228.39324788330126,-38348.936820756004
6864,1,web:web,,90,0.85,0.3541666666666667,0.2,11,21,22,0.045,0.46375,3.0,0.000794999999999999,0.03,0.06,0.4505,0.477,17.495647015282884,82553.09667898304,777065.4192948858,-4878.366619375845,550373.3321747798,138.28393347002566,771434.8169091643,55.50061186309905,435027.45982307685,2,-5630.602385721519,-82.7833216069266,-115345.872351703
6865,1,web:web,,90,0.85,0.3541666666666667,0.2,8,22,22,-0.045,0.49024999999999996,3.0,0.000794999999999999,-0.06,-0.03,0.477,0.5035,46.97099735529628,177800.31303870745,1125815.600910675,-4772.821648955345,318139.9571482713,457.1087384726852,1087232.1613159818,68.72754196760555,433990.7225243006,2,-38583.43959469325,-388.3811965050797,115850.7653760293
6866,1,web:web,,90,0.85,0.3541666666666667,0.2,9,22,22,-0.015,0.49024999999999996,3.0,0.000794999999999999,-0.03,0.0,0.477,0.5035,91.06924059306039,146331.98207990394,1074929.3739494681,-10583.386393383145,395213.916216325,1161.1865500478696,1047502.7513207464,258.29152489375946,434155.0578841378,2,-27426.622628721758,-902.89502515411,38941.14166781277
6867,1,web:web,,90,0.85,0.3541666666666667,0.2,10,22,22,0.015,0.49024999999999996,3.0,0.000794999999999999,0.0,0.03,0.477,0.5035,63.6122798997676,114675.03507970742,1023945.4808962352,-10651.539668798447,472865.2798140459,1181.1546460104487,1007773.341325511,353.73097710032016,434512.9927885896,2,-16172.139570724219,-827.4236689101285,-38352.28702545626
6868,1,web:web,,90,0.85,0.3541666666666667,0.2,11,22,22,0.045,0.49024999999999996,3.0,0.000794999999999999,0.03,0.06,0.477,0.5035,59.501049776386935,82802.70089433604,972917.452832223,-4887.208510547876,550384.9821540627,477.43596507112187,968043.9313302755,158.1487459766989,434856.05947891064,2,-4873.521501947544,-319.287219094423,-115528.92267515208
6869,1,web:web,,90,0.85,0.3541666666666667,0.2,8,23,22,-0.045,0.51675,3.0,0.0007950000000000023,-0.06,-0.03,0.5035,0.53,216.5215610502055,190059.0556306051,1327920.3897535794,-4854.7518776158495,315533.6356154382,1113.9356371238828,1283841.2757370938,101.85478690235567,432346.08227871044,6,-44079.11401648563,-1012.080850221527,116812.44666327222
6870,1,web:web,,90,0.85,0.3541666666666667,0.2,9,23,22,-0.015,0.51675,3.0,0.0007950000000000023,-0.03,0.0,0.5035,0.53,405.27628564753104,154554.3070751477,1275053.3901072391,-10650.886650574705,393348.9514418574,2813.96139093861,1244111.8657418583,612.1232788933752,432473.06108702294,6,-30941.524365380872,-2201.8381120452345,39124.10964516556
6871,1,web:web,,90,0.85,0.3541666666666667,0.2,10,23,22,0.015,0.51675,3.0,0.0007950000000000023,0.0,0.03,0.5035,0.53,482.39298369793687,118940.44958410654,1222062.6132252777,-10495.667256799838,472210.6616706904,2919.2224845240517,1204382.455746623,1069.3733858388018,433281.3187646243,6,-17680.157478654757,-1849.8490986852498,-38929.3429060661
6872,1,web:web,,90,0.85,0.3541666666666667,0.2,11,23,22,0.045,0.51675,3.0,0.0007950000000000023,0.03,0.06,0.5035,0.53,128.36767026782036,83045.39999321045,1168943.133146134,-4774.235752364,550611.4353155693,1222.5624601878226,1164653.0457513875,558.2940389185419,434292.3243298455,6,-4290.087394746486,-664.2684212692807,-116319.11098572379
6873,1,web:web,,90,0.85,0.3541666666666667,0.2,8,24,22,-0.045,0.54325,3.0,0.000794999999999999,-0.06,-0.03,0.53,0.5565,328.53614449559245,202443.81992891862,1530410.6271029322,-5274.81894072642,310702.2445726047,2342.4459248774997,1480450.3901582048,-230.9537787026105,429939.23021747,2,-49960.23694472737,-2573.3997035801103,119236.98564486526
6874,1,web:web,,90,0.85,0.3541666666666667,0.2,9,24,22,-0.015,0.54325,3.0,0.000794999999999999,-0.03,0.0,0.53,0.5565,1534.1141064846306,162314.84290548685,1475568.2330817557,-11041.001663031679,389955.505647609,6098.88924619866,1440720.9801629693,1022.703281419507,429368.036176781,2,-34847.25291878637,-5076.1859647791525,39412.530529171985
6875,1,web:web,,90,0.85,0.3541666666666667,0.2,10,24,22,0.015,0.54325,3.0,0.000794999999999999,0.0,0.03,0.53,0.5565,1377.9493847423582,122678.39060029166,1420392.1446837438,-9988.94770213465,471474.01513749675,6721.330968490492,1400991.570167734,2943.7171235225787,431014.4824982317,2,-19400.574516009772,-3777.613844967913,-40459.53263926506
6876,1,web:web,,90,0.85,0.3541666666666667,0.2,11,24,22,0.045,0.54325,3.0,0.000794999999999999,0.03,0.06,0.53,0.5565,735.8946019515861,83667.45457539952,1365288.042546043,-4198.074685178697,552097.7659803226,2926.1876477977885,1361262.1601724986,1773.2572590418472,434000.0381970965,2,-4025.8823735443875,-1152.9303887559413,-118097.72778322612
6877,1,web:web,,90,0.85,0.3541666666666667,0.2,8,25,22,-0.045,0.56975,3.0,0.000794999999999999,-0.06,-0.03,0.5565,0.583,1409.1507177668973,215687.64884577316,1733756.3358433486,-6350.605444493393,302531.83923892304,3821.6807764582336,1677059.504579316,-1504.8106946929672,428247.25304623286,2,-56696.83126403275,-5326.491471151201,125715.41380730981
6878,1,web:web,,90,0.85,0.3541666666666667,0.2,9,25,22,-0.015,0.56975,3.0,0.000794999999999999,-0.03,0.0,0.5565,0.583,2625.9057896531885,168757.67383452854,1676258.6592890325,-12309.10915486763,383490.6401925124,12193.2341687195,1637330.0945840804,910.6809601581967,425508.9210080524,2,-38928.56470495206,-11282.553208561303,42018.28081554
6879,1,web:web,,90,0.85,0.3541666666666667,0.2,10,25,22,0.015,0.56975,3.0,0.000794999999999999,0.0,0.03,0.5565,0.583,4141.657412039116,125089.78267399102,1619074.8782088005,-8797.979002465805,470674.8746143344,15365.29804671742,1597600.6845888451,5962.2636389862755,428190.04885031073,2,-21474.19361995533,-9403.034407731146,-42484.82576402364
6880,1,web:web,,90,0.85,0.3541666666666667,0.2,11,25,22,0.045,0.56975,3.0,0.000794999999999999,0.03,0.06,0.5565,0.583,776.5018600184121,85525.86604688902,1561769.9689614882,-2455.3197818522654,557490.9561082125,7545.375030153742,1557871.2745936096,4199.778362583369,435068.84063926945,2,-3898.6943678786047,-3345.596667570373,-122422.11546894303
6881,1,web:web,,90,0.85,0.3541666666666667,0.2,8,26,22,-0.045,0.59625,3.0,0.000794999999999999,-0.06,-0.03,0.583,0.6094999999999999,1491.5720017901622,230637.21925230033,1937798.76536345,-9460.878562624257,291520.47454050684,4045.391606381163,1873668.6190004272,-12339.691763503804,428754.7144033269,6,-64130.14636302274,-16385.083369884967,137234.23986282008
6882,1,web:web,,90,0.85,0.3541666666666667,0.2,9,26,22,-0.015,0.59625,3.0,0.000794999999999999,-0.03,0.0,0.583,0.6094999999999999,7660.100145586417,172870.2570436789,1878086.9592158482,-13271.24085832884,367901.14863009506,17245.318939616904,1833939.2090051915,-2542.1284727600123,411364.6315232922,6,-44147.750210656784,-19787.447412376918,43463.48289319716
6883,1,web:web,,90,0.85,0.3541666666666667,0.2,10,26,22,0.015,0.59625,3.0,0.000794999999999999,0.0,0.03,0.583,0.6094999999999999,1224.8741120481282,124362.17123467813,1816392.9284587959,-6084.340337301294,467145.1965901535,41020.01288295165,1794209.7990099562,17525.14986826967,416832.0309871362,6,-22183.129448839696,-23494.863014681978,-50313.16560301732
6884,1,web:web,,90,0.85,0.3541666666666667,0.2,11,26,22,0.045,0.59625,3.0,0.000794999999999999,0.03,0.06,0.583,0.6094999999999999,2806.413721013756,90534.42131880973,1758830.1613702814,148.23522190501293,575011.6135399789,19622.14455190053,1754480.3890147207,20196.70741727024,445526.691616436,6,-4349.772355560679,574.5628653697131,-129484.92192354286
6885,1,web:web,,90,0.85,0.3541666666666667,0.2,8,27,22,-0.045,0.6227499999999999,3.0,0.0007950000000000023,-0.06,-0.03,0.6094999999999999,0.636,21639.77805557713,249794.26830156508,2146862.7077172743,-23900.90730285148,286967.77201343514,-23371.685214324545,2070277.7334215383,-73383.82364068864,434039.377452193,2,-76584.97429573606,-50012.138426364094,147071.60543875786
6886,1,web:web,,90,0.85,0.3541666666666667,0.2,9,27,22,-0.015,0.6227499999999999,3.0,0.0007950000000000023,-0.03,0.0,0.6094999999999999,0.636,3888.9465330665116,162877.6666164187,2076917.5714464197,1748.6273232946794,333026.1113745949,19166.196836715564,2030548.3234263025,-13427.329965495504,375214.1701221145,2,-46369.24802011717,-32593.52680221107,42188.058747519564
6887,1,web:web,,90,0.85,0.3541666666666667,0.2,10,27,22,0.015,0.6227499999999999,3.0,0.0007950000000000023,0.0,0.03,0.6094999999999999,0.636,-12001.150479071192,131901.37949600158,2015541.6880542238,1290.4346732348204,421542.3247217778,71304.195115267,1990818.9134310673,42768.30490977084,382112.7025862268,2,-24722.774623156525,-28535.89020549615,-39429.622135551006
6888,1,web:web,,90,0.85,0.3541666666666667,0.2,11,27,22,0.045,0.6227499999999999,3.0,0.0007950000000000023,0.03,0.06,0.6094999999999999,0.636,-19722.48846079025,96494.93778715108,1948634.520321528,-4486.220976375043,644812.7848938282,148123.4085105136,1951089.5034358315,114274.49623055136,464410.287820496,2,2454.9831143035553,-33848.91227996224,-180402.4970733322
6889,0,flange:flange,,89,1.0,0.4166666666666667,0.2,0,28,22,-0.28500000000000003,0.651,3.0,0.0009,-0.3,-0.27,0.636,0.666,651.5470894654281,-477.0727675179951,3189406.572668196,93.14430842796962,-3577.1174543350935,33274.82085607946,3056124.410080227,-8905.057240587988,37946.54453404661,6,-133282.1625879691,-42179.878096667446,41523.661988381704
6890,0,flange:flange,,89,1.0,0.4166666666666667,0.2,1,28,22,-0.255,0.651,3.0,0.0009000000000000016,-0.27,-0.24,0.636,0.666,2303.059666016139,249.98771828506142,3129921.545369472,-9.203530748685202,22715.378699563444,64054.926172581814,3009383.927732891,-26920.668050542285,37616.90671686496,6,-120537.61763658095,-90975.59422312409,14901.52801730152
