element_tag,polygon_idx,polygon_name,container_idx,material_tag,weightabs,shear_weightabs,poisson,i,j,k,x,y,z,area,x0,x1,y0,y1,sigma_xx_3d,sigma_yy_3d,sigma_zz_3d,tau_xy_3d,tau_yz_3d,tau_zx_3d,sigma_zz_csf,tau_x_csf,tau_y_csf,potential_triangle_hits,sigma_zz_error,tau_x_error,tau_y_error
6745,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,4,2,22,-0.16499999999999998,-0.045,3.0,0.0009,-0.18,-0.15,-0.06,-0.03,-1512.7723514764803,100.99531599017791,-2847760.099333088,-1643.8717066844306,2548.278395737832,29781.12302079952,-2724983.349416277,64026.22566979076,8278.136514125703,6,122776.74991681101,34245.10264899123,5729.8581183878705
6746,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,5,2,22,-0.135,-0.045,3.0,0.0009,-0.15,-0.12,-0.06,-0.03,-1643.7729921210557,130.87052211991977,-2871191.2922621085,-1460.2409302865467,9746.737213575592,45418.98207536682,-2764712.7594115124,80263.0216832413,16734.863516443667,6,106478.53285059612,34844.03960787448,6988.126302868075
6747,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,6,2,22,-0.105,-0.045,3.0,0.0009,-0.12,-0.09,-0.06,-0.03,-1485.7039751065895,-3884.979901400977,-2896027.4270754685,-2803.3091414819164,25678.904126264468,63286.90930213997,-2804442.1694067474,96549.96031286966,36416.771877935316,6,91585.25766872102,33263.051010729694,10737.867751670849
6748,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,7,2,22,-0.075,-0.045,3.0,0.0009,-0.09,-0.06,-0.06,-0.03,5615.835142701748,-11176.241671755328,-2920621.3296871604,625.3813252722224,55387.728697426,71746.04882794588,-2844171.5794019834,101190.04381904674,77956.48261162436,6,76449.75028517703,29443.99499110086,22568.753914198365
6749,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,8,2,22,-0.045,-0.045,3.0,0.0009,-0.06,-0.03,-0.06,-0.03,10653.982223051251,-13175.943340585334,-2944420.6803538557,10818.942936946949,95480.10528825286,61147.366155797,-2883900.9893972185,66207.12066275673,127324.9531271031,6,60519.69095663726,5059.754506959733,31844.84783885024
6750,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,9,2,22,-0.015,-0.045,3.0,0.0009,-0.03,0.0,-0.06,-0.03,12707.283010685467,-4460.673638301436,-2965608.2961136606,18901.559443061553,136691.92770183616,24017.11002641668,-2923630.3993924544,6566.940282640306,150691.72333889152,6,41977.89672120614,-17450.169743776376,13999.795637055358
6751,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,10,2,22,0.015,-0.045,3.0,0.0009,0.0,0.03,-0.06,-0.03,14436.27213868138,10160.994981555385,-2983623.4185618507,19457.19699402402,164853.6654344524,-40188.865038729586,-2963359.8093876895,-56133.2901915911,153807.9642938984,6,20263.609174161218,-15944.425152861513,-11045.70114055401
6752,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,11,2,22,0.045,-0.045,3.0,0.0009,0.03,0.06,-0.06,-0.03,14727.068538130145,20523.24514743779,-2999949.389030721,10890.326831012964,156291.4438628542,-124608.38390536234,-3003089.2193829254,-120526.8963253958,134823.80253542963,6,-3139.830352204386,4081.4875799665315,-21467.641327424586
6753,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,12,2,22,0.074,-0.045,3.0,0.0008399999999999999,0.06,0.088,-0.06,-0.03,16411.17364190833,17889.9407131247,-3015567.3717540717,-1558.111048258841,114464.12495807931,-178194.21047680703,-3041494.315711653,-161301.74869394707,83265.79202963879,2,-25926.943957581185,16892.46178285996,-31198.33292844052
6754,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,13,2,22,0.10200000000000001,-0.045,3.0,0.0008400000000000003,0.088,0.116,-0.06,-0.03,23533.9238585477,7124.938455972006,-3029968.294559906,-6128.357032882671,63894.538256051645,-198052.7625177841,-3078575.0983738727,-159139.70358953284,42853.75420268904,2,-48606.80381396692,38913.05892825127,-21040.784053362608
6755,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,14,2,22,0.13,-0.045,3.0,0.0008400000000000003,0.116,0.14400000000000002,-0.06,-0.03,19282.138338165125,-176.69361725996714,-3046077.9780563554,-2639.629178317885,30312.54917159956,-177595.57290484355,-3115655.8810360925,-143609.50662467317,20410.979712513537,6,-69577.90297973715,33986.06628017037,-9901.569459086022
6756,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,15,2,22,0.15800000000000003,-0.045,3.0,0.0008399999999999999,0.14400000000000002,0.17200000000000001,-0.06,-0.03,15296.583013998694,-392.8927473813528,-3061524.041565659,-2205.5849681844315,22659.34863644652,-157903.89814360844,-3152736.6636983124,-127109.91746399397,10486.24001160295,2,-91212.62213265337,30793.98067961447,-12173.108624843571
6757,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,16,2,22,0.186,-0.045,3.0,0.0008399999999999999,0.17200000000000001,0.2,-0.06,-0.03,12110.356701670215,-1019.7987140237819,-3077708.4950046516,-1905.9626971135538,28244.759548768714,-138310.09853599904,-3189817.446360532,-112696.80860261216,6487.725051446973,2,-112108.95135588059,25613.289933386885,-21757.03449732174
6758,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,17,2,22,0.2138888888888889,-0.045,3.0,0.0008333333333333337,0.2,0.2277777777777778,-0.06,-0.03,9997.351576513029,200.55065254151123,-1818192.6304643715,-1530.3579014539719,15242.882188512012,-121607.07717153244,-1898088.8723881214,-99618.44955048214,2697.274268656038,2,-79896.24192374991,21988.6276210503,-12545.607919855975
6759,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,18,2,22,0.24166666666666667,-0.045,3.0,0.000833333333333332,0.2277777777777778,0.25555555555555554,-0.06,-0.03,8185.69838727609,-20.985702745616436,-1826510.160117659,-1494.0682531644902,8098.494527588288,-108069.38890365884,-1919727.9845859623,-86630.1325880488,1939.0497639076787,2,-93217.82446830324,21439.256315610037,-6159.44476368061
6760,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,19,2,22,0.26944444444444443,-0.045,3.0,0.0008333333333333337,0.25555555555555554,0.2833333333333333,-0.06,-0.03,6423.619245231152,-95.02774266898632,-1835165.4037468282,-1360.2940262109041,4817.120214899382,-95661.53883868828,-1941367.0967838028,-76941.79074204373,1665.6288319329421,2,-106201.69303697464,18719.74809664456,-3151.4913829664392
6761,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,20,2,22,0.2972222222222222,-0.045,3.0,0.0008333333333333337,0.2833333333333333,0.3111111111111111,-0.06,-0.03,4882.959491158195,-73.78436863323441,-1844105.2994556623,-1299.763609369596,3751.9290722720325,-83868.84345083809,-1963006.2089816437,-64017.30187728846,1485.3048119336988,2,-118900.9095259814,19851.541573549628,-2266.6242603383334
6762,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,21,2,22,0.325,-0.045,3.0,0.0008333333333333337,0.3111111111111111,0.3388888888888889,-0.06,-0.03,3518.089057934005,-73.62538665177999,-1853352.2067869836,-1249.2218440274398,4244.179567579801,-72142.25343653001,-1984645.3211794843,-52667.0213986897,1412.1341277933163,6,-131293.1143925006,19475.23203784031,-2832.045439786485
6763,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,22,2,22,0.3527777777777778,-0.045,3.0,0.0008333333333333337,0.3388888888888889,0.3666666666666667,-0.06,-0.03,2329.9991531695123,-71.0330145485932,-1862909.831908262,-1180.4190375904243,6598.381630548587,-59990.602540823944,-2006284.433377325,-41263.86916988685,1375.3648635822658,2,-143374.60146906297,18726.733370937094,-5223.0167669663215
6764,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,23,2,22,0.38055555555555554,-0.045,3.0,0.000833333333333332,0.3666666666666667,0.39444444444444443,-0.06,-0.03,1336.3677248751046,-67.88194062764524,-1872803.8232939064,-1061.8677693853776,12260.634408689415,-46671.79042691986,-2027923.5455751657,-28154.501426038332,1353.5976670682433,2,-155119.72228125925,18517.28900088153,-10907.036741621172
6765,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,24,2,22,0.4083333333333333,-0.045,3.0,0.0008333333333333337,0.39444444444444443,0.4222222222222222,-0.06,-0.03,568.3341889387812,-46.18915297772037,-1883088.3137884634,-849.6349705259006,24736.558096005272,-30703.31103187365,-2049562.6577730062,-18265.910595692694,1342.9106381023303,2,-166474.34398454288,12437.400436180957,-23393.647457902942
6766,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,25,2,22,0.4361111111111111,-0.045,3.0,0.0008333333333333337,0.4222222222222222,0.45,-0.06,-0.03,81.76973112177802,-118.2020911782165,-1893884.0733276624,-407.27470750610036,50231.09369050091,-10652.69605847386,-2071201.769970847,-5000.971465300148,1332.112187969809,2,-177317.69664318464,5651.7245931737125,-48898.981502531096
6767,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,0,3,22,-0.28500000000000003,-0.015,3.0,0.0008999999999999991,-0.3,-0.27,-0.03,0.0,-572.2277157427743,-2.9368552116211504,-2529774.153923721,-258.7488671417038,-36776.60876630247,-29859.787844763137,-2343489.3534869067,6898.675275093211,913.659096226148,6,186284.80043681432,36758.46311985635,37690.26786252861
6768,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,1,3,22,-0.255,-0.015,3.0,0.0009000000000000007,-0.27,-0.24,-0.03,0.0,-2109.5967557074036,-101.62926251231693,-2551833.7688151626,-659.2705202202003,-13274.988911058133,-58320.98543589221,-2383218.7634821422,20897.537750443524,1008.8533733099598,6,168615.00533302035,79218.52318633573,14283.842284368093
6769,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,2,3,22,-0.22499999999999998,-0.015,3.0,0.0009,-0.24,-0.21,-0.03,0.0,-4317.011773501872,-55.55204953509383,-2573496.4805634543,-797.7504765689373,-5339.708793349875,-61981.447069614194,-2422948.173477378,35334.823253622046,1303.7436513813834,6,150548.30708607612,97316.27032323624,6643.452444731259
6770,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,3,3,22,-0.195,-0.015,3.0,0.0009,-0.21,-0.18,-0.03,0.0,-6569.7422921874095,-54.248393091605976,-2595285.311029755,-769.3771584456166,-1415.976992612084,-54855.15517926713,-2462677.5834726132,50732.06825155716,1997.3587916534807,6,132607.7275571418,105587.22343082429,3413.3357842655646
6771,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,4,3,22,-0.16499999999999998,-0.015,3.0,0.0009,-0.18,-0.15,-0.03,0.0,-8493.527572758263,86.48463661724236,-2617381.746432116,-599.3867274721464,1107.8347735774394,-41959.00708149591,-2502406.9934678487,68252.57019819532,3625.1322785098523,6,114974.75296426704,110211.57727969124,2517.297504932413
6772,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,5,3,22,-0.135,-0.015,3.0,0.0009,-0.15,-0.12,-0.03,0.0,-9891.220284916693,-377.27003856154624,-2640114.0924427058,-379.54759448270005,4353.724615911953,-24037.255693601135,-2542136.4034630847,90717.24957434213,7725.3572758310465,6,97977.68897962105,114754.50526794327,3371.6326599190934
6773,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,6,3,22,-0.105,-0.015,3.0,0.0009,-0.12,-0.09,-0.03,0.0,-11012.12074842886,776.9209474601084,-2663371.307916326,-459.38630935301387,10223.283895624181,2461.7852435664586,-2581865.8134583198,125811.3137103291,20241.844897337363,6,81505.49445800623,123349.52846676264,10018.561001713182
6774,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,7,3,22,-0.075,-0.015,3.0,0.0009,-0.09,-0.06,-0.03,0.0,-14865.77007089497,-16194.441054023919,-2692520.569686734,-8529.47643642376,57148.486901227385,56668.708388736166,-2621595.2234535557,190449.90199164161,82902.86728033518,6,70925.3462331784,133781.19360290543,25754.380379107795
6775,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,8,3,22,-0.045,-0.015,3.0,0.0009,-0.06,-0.03,-0.03,0.0,-2163.5691762373317,-23545.462454552646,-2717077.534706856,6408.296711191535,137885.23649792996,44012.39248542705,-2661324.6334487908,110460.24895912517,223868.63226247107,6,55752.901258065365,66447.8564736981,85983.39576454111
6776,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,9,3,22,-0.015,-0.015,3.0,0.0009,-0.03,0.0,-0.03,0.0,8672.44678189361,-4210.005612965324,-2735021.526738017,12954.455486329894,203508.76471898644,-5567.29030110625,-2701054.0434440267,15883.972255979541,233799.09177728498,6,33967.48329399014,21451.262557085793,30290.327058298542
6777,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,10,3,22,0.015,-0.015,3.0,0.0009,0.0,0.03,-0.03,0.0,20047.79785928526,17407.87254735164,-2749969.9212572053,11764.922843982777,268213.18389008136,-71738.84846514091,-2740783.4534392618,-56323.76302010484,239988.49099141208,6,9186.467817943543,15415.085445036071,-28224.69289866928
6778,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,11,3,22,0.045,-0.015,3.0,0.0009,0.03,0.06,-0.03,0.0,34160.031664018985,41084.70764564304,-2759904.507763926,2710.0702129329247,305075.6303152129,-219134.37704292656,-2780512.8634344977,-159998.58764944173,243759.08583513877,6,-20608.355670571793,59135.789393484825,-61316.54448007411
6779,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,12,3,22,0.074,-0.015,3.0,0.0008399999999999999,0.06,0.088,-0.03,0.0,55800.53107605933,28018.702545321546,-2768959.9119380247,-17995.56624744336,170598.42757652732,-425987.1701851186,-2818917.959763225,-257357.80767825712,87845.36834937257,2,-49958.04782520048,168629.3625068615,-82753.05922715475
6780,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,13,3,22,0.10200000000000001,-0.015,3.0,0.0008400000000000003,0.088,0.116,-0.03,0.0,39875.42667173827,-1203.3548588578124,-2786809.158811178,-1755.0109499717753,26703.175525745068,-313517.1477014845,-2855998.742425445,-195016.44630758124,24726.84197418966,2,-69189.58361426694,118500.70139390326,-1976.3335515554063
6781,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,14,3,22,0.13,-0.015,3.0,0.0008400000000000003,0.116,0.14400000000000002,-0.03,0.0,32831.88488694513,446.9041280042147,-2799597.3258108683,-617.2203777854642,13573.311543846814,-267378.0142648273,-2893079.525087665,-156732.59006535346,9605.588449081924,6,-93482.19927679654,110645.42419947384,-3967.7230947648895
6782,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,15,3,22,0.15800000000000003,-0.015,3.0,0.0008399999999999999,0.14400000000000002,0.17200000000000001,-0.03,0.0,27715.795349437394,-295.35297772765625,-2813947.295883608,-525.7536127517621,9483.706218102327,-236214.23969659148,-2930160.3077498847,-132409.66340539482,4613.274858922698,2,-116213.01186627662,103804.57629119666,-4870.431359179629
6783,2,flange_bottom:flange_bottom,,91,0.85,0.3541666666666667,0.2,16,3,22,0.186,-0.015,3.0,0.0008399999999999999,0.17200000000000001,0.2,-0.03,0.0,23263.780902668368,-869.5918435237836,-2829359.6853391784,-790.4506018906832,13416.319180936553,-205630.4547857456,-2967241.090412104,-114882.9566322087,2827.238312179223,2,-137881.4050729256,90747.49815353689,-10589.08086875733
6784,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,17,3,22,0.2138888888888889,-0.015,3.0,0.0008333333333333337,0.2,0.2277777777777778,-0.03,0.0,19375.450369550555,457.3244166368386,-1670749.044219987,-897.5447260340055,7326.999743251751,-176002.45792274675,-1767161.604183164,-100424.60230481345,1206.1222539640344,2,-96412.55996317696,75577.8556179333,-6120.877489287717
6785,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,18,3,22,0.24166666666666667,-0.015,3.0,0.000833333333333332,0.2277777777777778,0.25555555555555554,-0.03,0.0,15957.139573821041,-126.91790852032136,-1678511.5395676915,-614.6907445788383,3384.4283906091005,-157694.54858113703,-1788800.7163810048,-86981.12416341435,877.2893832142776,2,-110289.17681331327,70713.42441772268,-2507.139007394823
6786,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,19,3,22,0.26944444444444443,-0.015,3.0,0.0008333333333333337,0.25555555555555554,0.2833333333333333,-0.03,0.0,12927.069933510094,-62.3857184536173,-1686576.2676048672,-602.4800046533346,2044.7855677021048,-143270.97078111334,-1810439.8285788454,-77130.7710167238,761.4000918809325,2,-123863.56097397814,66140.19976438954,-1283.3854758211723
6787,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,20,3,22,0.2972222222222222,-0.015,3.0,0.0008333333333333337,0.2833333333333333,0.3111111111111111,-0.03,0.0,10121.989392668125,-70.8839441567543,-1695020.021577224,-587.6174158106248,1603.0004842548321,-130334.91218114272,-1832078.9407766862,-64100.69371781312,685.5226203473284,2,-137058.91919946228,66234.2184633296,-917.4778639075038
6788,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,21,3,22,0.325,-0.015,3.0,0.0008333333333333337,0.3111111111111111,0.3388888888888889,-0.03,0.0,7521.537916421716,-66.16855255904375,-1703798.4226441053,-568.1532430897157,1806.756591424346,-117583.61745025963,-1853718.0529745268,-52708.54178813261,654.7433953639121,6,-149919.6303304215,64875.07566212702,-1152.013196060434
6789,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,22,3,22,0.3527777777777778,-0.015,3.0,0.0008333333333333337,0.3388888888888889,0.3666666666666667,-0.03,0.0,5136.948956792825,-68.63175058591878,-1712926.4325651093,-539.5340927938621,2781.717421707387,-103831.109654891,-1875357.1651723676,-41285.047081337936,639.4400687422603,2,-162430.73260725825,62546.06257355306,-2142.2773529651267
6790,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,23,3,22,0.38055555555555554,-0.015,3.0,0.000833333333333332,0.3666666666666667,0.39444444444444443,-0.03,0.0,3021.4133915200946,-68.0889419663581,-1722453.3785255388,-487.51288677255314,5128.558338548368,-87284.08626228571,-1896996.2773702082,-28166.376982362322,630.191850651366,2,-174542.89884466934,59117.70927992339,-4498.366487897002
6791,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,24,3,22,0.4083333333333333,-0.015,3.0,0.0008333333333333337,0.39444444444444443,0.4222222222222222,-0.03,0.0,1299.629018091422,-52.06394426949555,-1732497.3042616537,-368.7433417638143,10217.403464987874,-64455.70797502063,-1918635.3895680488,-18277.054373673163,624.6583402187873,2,-186138.08530639508,46178.65360134747,-9592.745124769086
6792,3,flange_bottom_right:flange_bottom_right,,92,0.5,0.20833333333333334,0.2,25,3,22,0.4361111111111111,-0.015,3.0,0.0008333333333333337,0.4222222222222222,0.45,-0.03,0.0,246.788749980391,-120.46975952270441,-1743348.608462792,-132.6792145272096,24676.996311272185,-27322.583616959553,-1940274.5017658896,-5018.417813664613,602.0906918061277,2,-196925.8933030977,22304.16580329494,-24074.90561946606
6793,1,web:web,,90,0.85,0.3541666666666667,0.2,8,4,22,-0.045,0.01325,3.0,0.0007949999999999999,-0.06,-0.03,0.0,0.0265,-7425.2147794974735,-42840.27316411835,-2505942.8039275743,-6715.066873456041,209449.6373990265,20049.337227646574,-2451731.8982640216,72331.82574968715,352744.0838696677,2,54210.905663552694,52282.48852204058,143294.4464706412
6794,1,web:web,,90,0.85,0.3541666666666667,0.2,9,4,22,-0.015,0.01325,3.0,0.0007949999999999999,-0.03,0.0,0.0,0.0265,3931.193068669061,1503.1705217878334,-2519235.3003691686,1055.4009880746405,259569.68036784822,-16457.898851635866,-2491461.308259257,11910.753001405317,301956.4492039735,2,27773.992109911516,28368.651853041185,42386.768836125295
6795,1,web:web,,90,0.85,0.3541666666666667,0.2,10,4,22,0.015,0.01325,3.0,0.0007949999999999999,0.0,0.03,0.0,0.0265,16703.95000530884,25101.73991305707,-2534631.603298984,-2712.3687635536,345660.845419587,-65256.63849913453,-2531190.7182544926,-37517.06815200873,309778.26497842616,2,3440.885044491384,27739.570347125802,-35882.580441160826
6796,1,web:web,,90,0.85,0.3541666666666667,0.2,11,4,22,0.045,0.01325,3.0,0.0007949999999999999,0.03,0.06,0.0,0.0265,26228.83794540516,79091.3702657515,-2542212.289726711,-19038.39753930519,563291.2745362564,-142058.75897629932,-2570920.128249728,-87264.54760684306,382900.65578799596,2,-28707.838523017243,54794.21136945626,-180390.6187482605
6797,1,web:web,,90,0.85,0.3541666666666667,0.2,8,5,22,-0.045,0.03975,3.0,0.0007949999999999999,-0.06,-0.03,0.0265,0.053,920.3936833097832,-33291.343208863225,-2301388.507869189,-4117.738693652054,220819.82606185786,-3708.290811454567,-2255122.78384291,10210.741412147698,357861.4725936541,6,46265.72402627906,13919.032223602266,137041.64653179626
6798,1,web:web,,90,0.85,0.3541666666666667,0.2,9,5,22,-0.015,0.03975,3.0,0.0007949999999999999,-0.03,0.0,0.0265,0.053,1679.586681371904,3208.796086231596,-2318867.118077802,-8524.716826347014,298137.4545004129,-16045.810780374333,-2294852.1938381456,1829.4300182821337,342333.80063603097,6,24014.924239656422,17875.24079865647,44196.34613561805
6799,1,web:web,,90,0.85,0.3541666666666667,0.2,10,5,22,0.015,0.03975,3.0,0.0007949999999999999,0.0,0.03,0.0265,0.053,6956.057465851889,40742.26698103582,-2334570.4185440233,-11235.114135692518,397020.56628438085,-38549.099287258156,-2334581.603833381,-15649.85343050827,347156.2388700449,6,-11.18528935778886,22899.245856749883,-49864.327414335974
6800,1,web:web,,90,0.85,0.3541666666666667,0.2,11,5,22,0.045,0.03975,3.0,0.0007949999999999999,0.03,0.06,0.0265,0.053,-153.26869911781978,74820.21339625074,-2353298.8659441113,-5306.742217684786,504274.3835358086,-18461.485731615998,-2374311.0138286166,-17967.72649658479,371484.13718443766,6,-21012.147884505335,493.75923503120794,-132790.24635137094
6801,1,web:web,,90,0.85,0.3541666666666667,0.2,8,6,22,-0.045,0.06625,3.0,0.000795,-0.06,-0.03,0.053,0.0795,-3.925116648490075,-22480.229572917626,-2098795.747987735,-4772.7379245013,238006.93690289184,-3657.2687460491434,-2058513.6694217988,926.9573384837714,364831.9836406546,2,40282.0785659363,4584.226084532915,126825.04673776275
6802,1,web:web,,90,0.85,0.3541666666666667,0.2,9,6,22,-0.015,0.06625,3.0,0.000795,-0.03,0.0,0.053,0.0795,1108.5234349995153,11697.546984196757,-2117829.591963259,-10738.973450067144,319767.5378955578,-11607.974380913813,-2098243.0794170345,-1144.7548026048269,362630.87596458313,2,19586.51254622452,10463.219578308986,42863.33806902531
6803,1,web:web,,90,0.85,0.3541666666666667,0.2,10,6,22,0.015,0.06625,3.0,0.000795,0.0,0.03,0.053,0.0795,-124.68339773721527,44472.3783439371,-2137383.1752345725,-10300.410733590525,407374.718645722,-14638.195556853278,-2137972.48941227,-5569.698582923583,365226.1157028917,2,-589.3141776975244,9068.496973929694,-42148.6029428303
6804,1,web:web,,90,0.85,0.3541666666666667,0.2,11,6,22,0.045,0.06625,3.0,0.000795,0.03,0.06,0.053,0.0795,514.760303585208,75100.57602829306,-2157027.5000628233,-4148.212952521941,494767.6690539454,-7211.378267222395,-2177701.8994075055,-4165.821950049761,371349.96726696444,2,-20674.399344682228,3045.5563171726344,-123417.70178698096
6805,1,web:web,,90,0.85,0.3541666666666667,0.2,8,7,22,-0.045,0.09275,3.0,0.0007949999999999998,-0.06,-0.03,0.0795,0.106,-6.588010319333989,-10336.172012567054,-1896231.1804390743,-5063.888390523693,252628.18892790814,-2339.427564045725,-1861904.5550006875,-36.2809468395232,371723.3495527456,2,34326.62543838681,2303.146617206202,119095.16062483744
6806,1,web:web,,90,0.85,0.3541666666666667,0.2,9,7,22,-0.015,0.09275,3.0,0.0007949999999999998,-0.03,0.0,0.0795,0.106,-343.44216035766294,19304.851181601523,-1917699.9058869928,-10699.855993516743,332766.60979823273,-6030.516143184776,-1901633.964995923,-1248.0448031567503,371334.49329399766,2,16065.940891069826,4782.471340028026,38567.88349576492
6807,1,web:web,,90,0.85,0.3541666666666667,0.2,10,7,22,0.015,0.09275,3.0,0.0007949999999999998,0.0,0.03,0.0795,0.106,-217.92106725275517,48033.57994964067,-1939153.410601574,-10214.164073981345,415028.76923983207,-6632.375900610661,-1941363.3749911585,-2945.8348313074866,372917.6346630278,2,-2209.964389584493,3686.5410693031745,-42111.13457680424
6808,1,web:web,,90,0.85,0.3541666666666667,0.2,11,7,22,0.045,0.09275,3.0,0.0007949999999999998,0.03,0.06,0.0795,0.106,-348.98202815820696,75712.52662225958,-1960896.795312731,-4368.069116239747,496503.8361705846,-2902.0902922932682,-1981092.7849863942,-1865.7239366179954,375607.3307849019,2,-20195.989673663164,1036.3663556752729,-120896.50538568269
6809,1,web:web,,90,0.85,0.3541666666666667,0.2,8,8,22,-0.045,0.11925,3.0,0.0007950000000000002,-0.06,-0.03,0.106,0.1325,-166.67982402356574,1970.7428073243354,-1694058.435983025,-4944.17760720849,264131.9849372078,-1218.3447652204584,-1665295.4405795764,-252.4925651759323,381768.4371937458,6,28762.995403448585,965.8522000445261,117636.45225653803
6810,1,web:web,,90,0.85,0.3541666666666667,0.2,9,8,22,-0.015,0.11925,3.0,0.0007950000000000002,-0.03,0.0,0.106,0.1325,-269.9888248494244,27125.638751848193,-1717579.2325714396,-10640.119505944353,342838.5976748442,-3016.069494987838,-1705024.8505748117,-866.0310485671768,381920.90216476045,6,12554.381996627897,2150.0384464206613,39082.30448991625
6811,1,web:web,,90,0.85,0.3541666666666667,0.2,10,8,22,0.015,0.11925,3.0,0.0007950000000000002,0.0,0.03,0.106,0.1325,-336.6984701587353,51842.13896049012,-1741120.5976364007,-10350.651941624781,422526.83513854386,-3118.863535899359,-1744754.2605700472,-1273.7824913391507,382671.710157187,6,-3633.6629336464684,1845.081044560208,-39855.12498135684
6812,1,web:web,,90,0.85,0.3541666666666667,0.2,11,8,22,0.045,0.11925,3.0,0.0007950000000000002,0.03,0.06,0.106,0.1325,-104.92506145359948,76255.5196852918,-1764673.0436088273,-4608.717659451067,501810.3520934284,-1321.697132048818,-1784483.6705652827,-677.6401312421207,383605.6736748731,6,-19810.62695645541,644.0570008066974,-118204.6784185553
6813,1,web:web,,90,0.85,0.3541666666666667,0.2,8,9,22,-0.045,0.14575,3.0,0.0007949999999999998,-0.06,-0.03,0.1325,0.159,-80.29513981414493,14322.627413157665,-1492135.4379083065,-4846.500240184367,273525.7499971291,-616.5563699128106,-1468686.3261584651,-199.75008242654926,390997.12888311094,2,23449.111749841366,416.80628748626134,117471.37888598186
6814,1,web:web,,90,0.85,0.3541666666666667,0.2,9,9,22,-0.015,0.14575,3.0,0.0007949999999999998,-0.03,0.0,0.1325,0.159,-180.82209262164542,35201.566321140446,-1517681.5652794554,-10585.906530886889,351426.9492619354,-1498.3875779171165,-1508415.7361537006,-522.1410492624467,391162.5497156888,2,9265.829125754768,976.2465286546698,39735.60045375337
6815,1,web:web,,90,0.85,0.3541666666666667,0.2,10,9,22,0.015,0.14575,3.0,0.0007949999999999998,0.0,0.03,0.1325,0.159,-161.8685096752597,55972.42413502571,-1543186.3208252122,-10482.615067206323,429874.3438646303,-1517.2438413907464,-1548145.146148936,-613.0110663458472,391505.26486914966,2,-4958.825323723722,904.2327750448992,-38369.07899548067
