CSF-CUF RESPONSE
======================
problem.type = torsion_halfwave

STATION RESPONSES
-----------------
x/L       x [mm]             y [mm]               z [mm]               point         ux [mm]             uy [mm]             uz [mm]
 0.30     3.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        8.517999656117e-05  -7.886548764005e-02  2.098861760994e-04
 0.30     3.000000000000e+02  -3.015000000000e+01  6.825000000000e+01  plus          1.351334384111e-03  4.508380155280e-02  5.619817931478e-02
 0.30     3.000000000000e+02  1.137500000000e+01  -4.550000000000e+01  minus         5.148718291647e-03  -1.619080877111e-01  -2.148036569676e-02
 0.30     3.000000000000e+02  0.000000000000e+00  -4.550000000000e+01  bottom_mid    1.173900903852e-04  -1.615933709061e-01  5.351624415185e-05
 0.35     3.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        6.162998025274e-05  -8.984018594043e-02  2.630993923721e-04
 0.35     3.500000000000e+02  -2.967500000000e+01  6.712500000000e+01  plus          1.476519329212e-03  5.090079420678e-02  6.391068012193e-02
 0.35     3.500000000000e+02  1.118750000000e+01  -4.475000000000e+01  minus         4.294484249278e-03  -1.839961317222e-01  -2.427939200592e-02
 0.35     3.500000000000e+02  0.000000000000e+00  -4.475000000000e+01  bottom_mid    9.183363752503e-05  -1.836408129228e-01  8.772993609088e-05
 0.40     4.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        3.041120590962e-05  -9.887129761157e-02  3.084105261503e-04
 0.40     4.000000000000e+02  -2.920000000000e+01  6.600000000000e+01  plus          1.460056942685e-03  5.575270706804e-02  7.034753404304e-02
 0.40     4.000000000000e+02  1.100000000000e+01  -4.400000000000e+01  minus         3.461807123643e-03  -2.022202119379e-01  -2.658990800744e-02
 0.40     4.000000000000e+02  0.000000000000e+00  -4.400000000000e+01  bottom_mid    5.456702723593e-05  -2.018430240286e-01  1.188375548618e-04
 0.45     4.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -6.455148366594e-06  -1.059523875596e-01  3.418101559745e-04
 0.45     4.500000000000e+02  -2.872500000000e+01  6.487500000000e+01  plus          1.308425245529e-03  5.955887091145e-02  7.540848050476e-02
 0.45     4.500000000000e+02  1.081250000000e+01  -4.325000000000e+01  minus         2.619925385042e-03  -2.166095571784e-01  -2.843760470860e-02
 0.45     4.500000000000e+02  0.000000000000e+00  -4.325000000000e+01  bottom_mid    8.357765447449e-06  -2.162246718172e-01  1.427230160829e-04
 0.50     5.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -4.659152179290e-05  -1.109401136753e-01  3.602163604760e-04
 0.50     5.000000000000e+02  -2.825000000000e+01  6.375000000000e+01  plus          1.093250508315e-03  6.213865534832e-02  7.890028849257e-02
 0.50     5.000000000000e+02  1.062500000000e+01  -4.250000000000e+01  minus         1.705849589698e-03  -2.268351589463e-01  -2.978040546116e-02
 0.50     5.000000000000e+02  0.000000000000e+00  -4.250000000000e+01  bottom_mid    -4.328527431483e-05  -2.264517776446e-01  1.562617689908e-04
 0.55     5.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -8.731028050682e-05  -1.134974328248e-01  3.616737795199e-04
 0.55     5.500000000000e+02  -2.777500000000e+01  6.262500000000e+01  plus          8.910702264188e-04  6.322499760784e-02  8.053279064647e-02
 0.55     5.500000000000e+02  1.043750000000e+01  -4.175000000000e+01  minus         6.516165109763e-04  -2.321197707216e-01  -3.050190452731e-02
 0.55     5.500000000000e+02  0.000000000000e+00  -4.175000000000e+01  bottom_mid    -9.625281315503e-05  -2.317443724534e-01  1.576466434091e-04
 0.60     6.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.256791276869e-04  -1.131025554324e-01  3.455182763186e-04
 0.60     6.000000000000e+02  -2.730000000000e+01  6.150000000000e+01  plus          7.392633176997e-04  6.251087873695e-02  7.994911510219e-02
 0.60     6.000000000000e+02  1.025000000000e+01  -4.100000000000e+01  minus         -5.904516378976e-04  -2.312965335845e-01  -3.042726117131e-02
 0.60     6.000000000000e+02  0.000000000000e+00  -4.100000000000e+01  bottom_mid    -1.460441678442e-04  -2.309351035389e-01  1.465778690452e-04
 0.65     6.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.586056141915e-04  -1.091236486559e-01  3.125072005161e-04
 0.65     6.500000000000e+02  -2.682500000000e+01  6.037500000000e+01  plus          6.257279686121e-04  5.971879370295e-02  7.678535573037e-02
 0.65     6.500000000000e+02  1.006250000000e+01  -4.025000000000e+01  minus         -2.024940118108e-03  -2.230051470465e-01  -2.935772046432e-02
 0.65     6.500000000000e+02  0.000000000000e+00  -4.025000000000e+01  bottom_mid    -1.880350314051e-04  -2.226639255049e-01  1.243163695317e-04
 0.70     7.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.829407497165e-04  -1.009592881539e-01  2.649152522433e-04
 0.70     7.000000000000e+02  -2.635000000000e+01  5.925000000000e+01  plus          5.087590714679e-04  5.468256965672e-02  7.075666542903e-02
 0.70     7.000000000000e+02  9.875000000000e+00  -3.950000000000e+01  minus         -3.592939177951e-03  -2.060144212538e-01  -2.712035356854e-02
 0.70     7.000000000000e+02  0.000000000000e+00  -3.950000000000e+01  bottom_mid    -2.177875670782e-04  -2.056990673386e-01  9.360494598087e-05
 0.75     7.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.956017144712e-04  -8.824465844596e-02  2.065959471443e-04
 0.75     7.500000000000e+02  -2.587500000000e+01  5.812500000000e+01  plus          3.510579467465e-04  4.743075145969e-02  6.176725939648e-02
 0.75     7.500000000000e+02  9.687500000000e+00  -3.875000000000e+01  minus         -5.153518111101e-03  -1.796603263102e-01  -2.362996222540e-02
 0.75     7.500000000000e+02  0.000000000000e+00  -3.875000000000e+01  bottom_mid    -2.313857538798e-04  -1.793744667608e-01  5.846656971038e-05
 0.80     8.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.937136713725e-04  -7.112350186468e-02  1.430086823747e-04
 0.80     8.000000000000e+02  -2.540000000000e+01  5.700000000000e+01  plus          1.489490171240e-04  3.826103005680e-02  5.004129807987e-02
 0.80     8.000000000000e+02  9.500000000000e+00  -3.800000000000e+01  minus         -6.466302628362e-03  -1.443891275301e-01  -1.896035585009e-02
 0.80     8.000000000000e+02  0.000000000000e+00  -3.800000000000e+01  bottom_mid    -2.257816608774e-04  -1.441338798529e-01  2.389236684071e-05
 0.85     8.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.747706787582e-04  -5.058581610042e-02  8.121140356929e-05
 0.85     8.500000000000e+02  -2.492500000000e+01  5.587500000000e+01  plus          -5.715321305831e-05  2.779562875880e-02  3.627055258750e-02
 0.85     8.500000000000e+02  9.312500000000e+00  -3.725000000000e+01  minus         -7.174441635345e-03  -1.023957369529e-01  -1.342238498085e-02
 0.85     8.500000000000e+02  0.000000000000e+00  -3.725000000000e+01  bottom_mid    -1.991422812222e-04  -1.021719406635e-01  -4.566042123505e-06
 0.90     9.000000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -1.368157036182e-04  -2.887130033812e-02  2.981887278136e-05
 0.90     9.000000000000e+02  -2.445000000000e+01  5.475000000000e+01  plus          -1.953706243182e-04  1.700799095083e-02  2.177365989103e-02
 0.90     9.000000000000e+02  9.125000000000e+00  -3.650000000000e+01  minus         -6.787588959009e-03  -5.834793277802e-02  -7.646213782200e-03
 0.90     9.000000000000e+02  0.000000000000e+00  -3.650000000000e+01  bottom_mid    -1.511904545242e-04  -5.816256502158e-02  -2.128424034010e-05
 0.95     9.500000000000e+02  0.000000000000e+00  0.000000000000e+00  center        -7.863973534454e-05  -9.938549986564e-03  -1.073462606069e-06
 0.95     9.500000000000e+02  -2.397500000000e+01  5.362500000000e+01  plus          -1.916152076145e-04  7.211379077517e-03  8.661093798023e-03
 0.95     9.500000000000e+02  8.937500000000e+00  -3.575000000000e+01  minus         -4.665065328257e-03  -2.018754073384e-02  -2.665355540345e-03
 0.95     9.500000000000e+02  0.000000000000e+00  -3.575000000000e+01  bottom_mid    -8.353657853837e-05  -2.006525074318e-02  -2.111708315784e-05
 1.00     1.000000000000e+03  0.000000000000e+00  0.000000000000e+00  center        7.799093207902e-20  -3.761060339397e-16  1.147747262513e-18
 1.00     1.000000000000e+03  -2.350000000000e+01  5.250000000000e+01  plus          7.168156347515e-18  1.016113841296e-16  2.260349735335e-16
 1.00     1.000000000000e+03  8.750000000000e+00  -3.500000000000e+01  minus         2.850032212378e-18  -7.030465911975e-16  -8.126258932555e-17
 1.00     1.000000000000e+03  0.000000000000e+00  -3.500000000000e+01  bottom_mid    -3.343753859723e-20  -7.025603406111e-16  5.441380147159e-19
