case,title,N,component,point,rms_error_mm,max_abs_error_mm,x_over_L_at_max_error,local_baseline_rms_mm,baseline_kind,spike_score,fem3d_component_peak_mm,flagged,severity,response
torsion_legendre,Torsion half-wave - Legendre,12,ux,plus,0.000125525199851,0.000235943469842,1,0.000165976259153,adjacent,0.756284064306,0.00992870552879,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,ux,plus,0.000152846263747,0.000264583907795,0.25,0.000111755405944,adjacent,1.36768563861,0.00992870552879,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,ux,plus,9.79856120376e-05,0.000171821852166,0.9,0.000142737897389,adjacent,0.686472295233,0.00992870552879,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,ux,plus,0.000132629531031,0.000352625785266,0,0.000129930409638,adjacent,1.02077359258,0.00992870552879,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,ux,plus,0.000161875207239,0.000593606737579,0,0.000125963968344,adjacent,1.2850913588,0.00992870552879,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,ux,plus,0.000119298405657,0.000275460697637,0,0.000244265833281,adjacent,0.488395794265,0.00992870552879,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,ux,plus,0.000326656459324,0.00114978429405,0,0.000125810002483,adjacent,2.59642677749,0.00992870552879,True,LOW,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,ux,plus,0.00013232159931,0.000451590449504,0,0.000161875207239,previous_3,0.817429682818,0.00992870552879,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,ux,minus,0.00106996148286,0.00156876680316,0.95,,none,,0.00992870552879,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,ux,minus,0.000360112327258,0.00055605795203,0.95,0.000665299406142,adjacent,0.541278594169,0.00992870552879,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,ux,minus,0.000260637329429,0.000410336746069,0.95,0.000278407510079,adjacent,0.936172049939,0.00992870552879,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,ux,minus,0.0001967026929,0.000340923809903,0.95,0.000226462246879,adjacent,0.868589337123,0.00992870552879,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,ux,minus,0.000192287164329,0.000602951168412,0,0.000235720315867,adjacent,0.815742858742,0.00992870552879,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,ux,minus,0.000274737938833,0.00102838413476,0,0.000217800301152,adjacent,1.26142129915,0.00992870552879,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,ux,minus,0.000243313437975,0.000892737493239,0,0.000374859576969,adjacent,0.649078889601,0.00992870552879,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,ux,minus,0.000474981215104,0.00176143031066,0,0.000213160680833,adjacent,2.22827781019,0.00992870552879,False,,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,ux,minus,0.00018300792369,0.000370599978566,0,0.000274737938833,previous_3,0.666118135949,0.00992870552879,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,ux,bottom_mid,7.97062884597e-07,1.58757648197e-06,0.95,,none,,0.00992870552879,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,ux,bottom_mid,1.15245092892e-06,1.9160184596e-06,1,1.24745751243e-06,adjacent,0.92383982415,0.00992870552879,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,ux,bottom_mid,1.69785214027e-06,3.0442857346e-06,1,2.26305079693e-06,adjacent,0.750249239909,0.00992870552879,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,ux,bottom_mid,3.37365066493e-06,9.7111979484e-06,1,3.49519771046e-05,adjacent,0.0965224557923,0.00992870552879,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,ux,bottom_mid,6.82061020689e-05,0.000132539428957,0.3,4.22689344531e-05,adjacent,1.61362246178,0.00992870552879,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,ux,bottom_mid,8.11642182413e-05,0.000244687918129,0.1,5.21084193251e-05,adjacent,1.55760276924,0.00992870552879,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,ux,bottom_mid,3.60107365812e-05,0.000139430813112,0,0.000153595354355,adjacent,0.234451990637,0.00992870552879,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,ux,bottom_mid,0.000226026490469,0.000370353787682,0.45,4.78256970105e-05,adjacent,4.72604697051,0.00992870552879,True,MEDIUM,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,ux,bottom_mid,5.96406574399e-05,0.000121681145551,0.4,8.11642182413e-05,previous_3,0.734814660108,0.00992870552879,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,uy,center,0.0171423307164,0.0248670132744,0.55,,none,,0.27754090508,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,uy,center,0.00723603610908,0.0104696596029,0.55,0.0108277295437,adjacent,0.668287481678,0.27754090508,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,uy,center,0.00451312837111,0.00646197503245,0.55,0.00539710959666,adjacent,0.836212103957,0.27754090508,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,uy,center,0.00355818308423,0.00510996953365,0.55,0.00367243073625,adjacent,0.968890454245,0.27754090508,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,uy,center,0.0028317331014,0.00407718035945,0.55,0.0030531471329,adjacent,0.927480065041,0.27754090508,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,uy,center,0.00254811118156,0.00361321043465,0.55,0.002612578159,adjacent,0.975324383227,0.27754090508,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,uy,center,0.00239342321661,0.00342058824985,0.55,0.00229770531652,adjacent,1.04165804004,0.27754090508,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,uy,center,0.00204729945148,0.00283897954445,0.55,0.00218379716549,adjacent,0.937495241702,0.27754090508,False,,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,uy,center,0.00197417111436,0.00279538598645,0.55,0.00239342321661,previous_3,0.824831605488,0.27754090508,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,uy,plus,0.00630263886664,0.00914256086827,0.55,,none,,0.27754090508,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,uy,plus,0.00274051335436,0.00390968668807,0.55,0.00411122722209,adjacent,0.666592529754,0.27754090508,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,uy,plus,0.00191981557753,0.0027762731155,0.55,0.00219255045781,adjacent,0.875608390536,0.27754090508,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,uy,plus,0.00164458756125,0.00234749865134,0.6,0.00169710392016,adjacent,0.969055307524,0.27754090508,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,uy,plus,0.00147439226279,0.00208520878662,0.55,0.00150993088227,adjacent,0.976463413059,0.27754090508,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,uy,plus,0.0013752742033,0.0020014574949,0.6,0.00139958000185,adjacent,0.982633505395,0.27754090508,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,uy,plus,0.00132476774091,0.00192385472462,0.6,0.00131142072112,adjacent,1.01017752699,0.27754090508,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,uy,plus,0.00124756723895,0.00185016176755,0.45,0.00127700507935,adjacent,0.976947749946,0.27754090508,False,,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,uy,plus,0.0012292424178,0.00181636910579,0.6,0.00132476774091,previous_3,0.927892776853,0.27754090508,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,uy,minus,0.0322916323424,0.0468454359043,0.55,,none,,0.27754090508,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,uy,minus,0.0136128703052,0.019665626145,0.55,0.0204339298242,adjacent,0.666189539768,0.27754090508,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,uy,minus,0.00857622730594,0.0123012022414,0.55,0.0102112450805,adjacent,0.839880664727,0.27754090508,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,uy,minus,0.00680961985587,0.0097608829979,0.55,0.00706451652148,adjacent,0.963918738835,0.27754090508,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,uy,minus,0.00555280573702,0.00782824612105,0.6,0.00588422460926,adjacent,0.943676712863,0.27754090508,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,uy,minus,0.00495882936266,0.00708713192895,0.6,0.00511034459198,adjacent,0.970351269549,0.27754090508,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,uy,minus,0.00466788344694,0.0066245961926,0.55,0.00453845642494,adjacent,1.02851785054,0.27754090508,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,uy,minus,0.00411808348722,0.00593283513824,0.5,0.00431959845737,adjacent,0.953348679944,0.27754090508,False,,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,uy,minus,0.00397131346779,0.0055958392927,0.55,0.00466788344694,previous_3,0.850773913475,0.27754090508,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,uy,bottom_mid,0.0322009489866,0.0467141265213,0.55,,none,,0.27754090508,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,uy,bottom_mid,0.0136379932154,0.0197018621981,0.55,0.020435331354,adjacent,0.667373236046,0.27754090508,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,uy,bottom_mid,0.00866971372144,0.0124446171079,0.55,0.010284345852,adjacent,0.843000988704,0.27754090508,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,uy,bottom_mid,0.00693069848867,0.00994837823976,0.55,0.00714010239191,adjacent,0.970672142814,0.27754090508,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,uy,bottom_mid,0.00561049106237,0.00805990762876,0.55,0.00601512941011,adjacent,0.932729901528,0.27754090508,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,uy,bottom_mid,0.00509956033156,0.00724003119006,0.6,0.00520953634462,adjacent,0.978889481561,0.27754090508,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,uy,bottom_mid,0.00480858162686,0.00684491019396,0.55,0.00462516955316,adjacent,1.03965521082,0.27754090508,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,uy,bottom_mid,0.00415077877476,0.00570552557579,0.5,0.00443736116242,adjacent,0.935416032823,0.27754090508,False,,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,uy,bottom_mid,0.00406614069798,0.00575939070836,0.55,0.00480858162686,previous_3,0.845600847299,0.27754090508,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,uz,center,1.32420287572e-05,1.88785551156e-05,0.5,,none,,0.0985185989029,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,uz,center,3.50004065092e-06,5.33854892978e-06,0.75,8.09407670568e-06,adjacent,0.432420000229,0.0985185989029,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,uz,center,2.94612465412e-06,4.69229261981e-06,0.45,7.21165511491e-06,adjacent,0.408522677136,0.0985185989029,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,uz,center,1.09232695789e-05,1.63452995695e-05,0.55,2.25015089799e-05,adjacent,0.485446091134,0.0985185989029,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,uz,center,4.20568933056e-05,6.51578130916e-05,0.6,2.21489270839e-05,adjacent,1.89882305117,0.0985185989029,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,uz,center,3.33745845889e-05,6.76673475434e-05,0.6,2.53174925985e-05,adjacent,1.31824209918,0.0985185989029,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,uz,center,8.5780918913e-06,1.59603442408e-05,0.75,4.89337370496e-05,adjacent,0.175300159123,0.0985185989029,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,uz,center,6.44928895103e-05,0.000131310495582,0.3,9.16148528516e-06,adjacent,7.03956700283,0.0985185989029,True,MEDIUM,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,uz,center,9.74487867902e-06,2.16258738625e-05,0.25,3.33745845889e-05,previous_3,0.291985017913,0.0985185989029,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,uz,plus,0.01094466022,0.0158805895892,0.55,,none,,0.0985185989029,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,uz,plus,0.00471467515003,0.00679631410123,0.55,0.00699169912809,adjacent,0.674324661811,0.0985185989029,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,uz,plus,0.00303873803622,0.00436950357683,0.55,0.00357140172566,adjacent,0.850853045847,0.0985185989029,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,uz,plus,0.00242812830128,0.0034935609042,0.6,0.00253895483128,adjacent,0.956349546425,0.0985185989029,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,uz,plus,0.00203917162633,0.0028686028904,0.5,0.0021223703047,adjacent,0.960799169597,0.0985185989029,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,uz,plus,0.00181661230812,0.00265452963263,0.55,0.00186966380314,adjacent,0.971625115205,0.0985185989029,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,uz,plus,0.00170015597994,0.00249226380305,0.6,0.00168104392876,adjacent,1.01136915631,0.0985185989029,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,uz,plus,0.0015454755494,0.00235559081719,0.5,0.00158814860919,adjacent,0.973130310638,0.0985185989029,False,,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,uz,plus,0.00147614123844,0.00221630485081,0.6,0.00170015597994,previous_3,0.868238712128,0.0985185989029,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,uz,minus,0.00393437377145,0.00571112637176,0.55,,none,,0.0985185989029,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,uz,minus,0.0016185952942,0.00233732586331,0.55,0.00243966537751,adjacent,0.663449712868,0.0985185989029,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,uz,minus,0.000944956983561,0.00135556415273,0.55,0.00116378741249,adjacent,0.811967008254,0.0985185989029,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,uz,minus,0.000708979530774,0.00100951596169,0.6,0.000779547608111,adjacent,0.909475602769,0.0985185989029,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,uz,minus,0.000614138232662,0.000928871553611,0.65,0.000578302837722,adjacent,1.06196648642,0.0985185989029,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,uz,minus,0.000447626144669,0.000696760588732,0.75,0.000524856075796,adjacent,0.852855030764,0.0985185989029,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,uz,minus,0.000435573918929,0.000607543844611,0.65,0.000547923735396,adjacent,0.794953550633,0.0985185989029,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,uz,minus,0.000648221326123,0.00139337208152,0.1,0.000404827219087,adjacent,1.60122960009,0.0985185989029,False,,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,uz,minus,0.000374080519244,0.000521903325313,0.5,0.000447626144669,previous_3,0.835698548218,0.0985185989029,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_legendre,Torsion half-wave - Legendre,8,uz,bottom_mid,1.48694418728e-05,2.1308171751e-05,0.55,,none,,0.0985185989029,False,,../output/torsion_halfwave_legendre_N08/response.txt
torsion_legendre,Torsion half-wave - Legendre,12,uz,bottom_mid,6.77921625471e-06,9.43046847695e-06,0.6,1.04838801976e-05,adjacent,0.64663236578,0.0985185989029,False,,../output/torsion_halfwave_legendre_N12/response.txt
torsion_legendre,Torsion half-wave - Legendre,16,uz,bottom_mid,6.09831852236e-06,8.66015295947e-06,0.5,6.18967203789e-06,adjacent,0.985240976424,0.0985185989029,False,,../output/torsion_halfwave_legendre_N16/response.txt
torsion_legendre,Torsion half-wave - Legendre,18,uz,bottom_mid,5.60012782108e-06,9.86561870131e-06,0.65,2.30797530922e-05,adjacent,0.242642449367,0.0985185989029,False,,../output/torsion_halfwave_legendre_N18/response.txt
torsion_legendre,Torsion half-wave - Legendre,21,uz,bottom_mid,4.0061187662e-05,0.000150494871222,0.1,3.69381261371e-05,adjacent,1.0845484558,0.0985185989029,False,,../output/torsion_halfwave_legendre_N21/response.txt
torsion_legendre,Torsion half-wave - Legendre,22,uz,bottom_mid,6.8276124453e-05,0.00013766345802,0.85,2.76958197744e-05,adjacent,2.46521406513,0.0985185989029,False,,../output/torsion_halfwave_legendre_N22/response.txt
torsion_legendre,Torsion half-wave - Legendre,23,uz,bottom_mid,1.53304518867e-05,2.76024319051e-05,0.7,7.55756061016e-05,adjacent,0.202849208594,0.0985185989029,False,,../output/torsion_halfwave_legendre_N23/response.txt
torsion_legendre,Torsion half-wave - Legendre,24,uz,bottom_mid,8.28750877501e-05,0.000263293899227,0.1,1.56516577531e-05,adjacent,5.2949718846,0.0985185989029,True,MEDIUM,../output/torsion_halfwave_legendre_N24/response.txt
torsion_legendre,Torsion half-wave - Legendre,25,uz,bottom_mid,1.59728636195e-05,4.38956059472e-05,0.1,6.8276124453e-05,previous_3,0.233945083256,0.0985185989029,False,,../output/torsion_halfwave_legendre_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,ux,center,2.77778608232e-07,5.52280102915e-07,1,,none,,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,ux,center,1.48678012646e-07,4.04075977915e-07,1,4.09322431146e-05,adjacent,0.00363229574861,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,ux,center,8.15867076209e-05,0.000135256612566,0.75,5.94881247365e-06,adjacent,13.714788957,0.00992870552879,True,HIGH,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,ux,center,1.17489469346e-05,1.68127232482e-05,0.2,5.50853457141e-05,adjacent,0.21328625213,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,ux,center,2.85839838073e-05,5.72686176181e-05,1,1.65975625439e-05,adjacent,1.72217961111,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,ux,center,2.14461781532e-05,3.54962916681e-05,1,2.04209894983e-05,adjacent,1.05020269243,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,ux,center,1.22579951894e-05,3.30990005659e-05,1,2.17575819596e-05,adjacent,0.563389590448,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,ux,center,2.2068985766e-05,5.37683344261e-05,1,2.14461781532e-05,previous_3,1.02904049423,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,ux,plus,0.000165993872006,0.000245853149304,0.65,,none,,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,ux,plus,0.000124039389832,0.00025883229052,1,0.000186081221244,adjacent,0.666587359018,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,ux,plus,0.000206168570482,0.00049314304249,0,0.000112287600112,adjacent,1.8360760251,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,ux,plus,0.000100535810393,0.000198325848955,0,0.000155132157558,adjacent,0.648065571806,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,ux,plus,0.000104095744633,0.000202328840334,0.95,0.000127844932572,adjacent,0.814234420859,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,ux,plus,0.000155154054751,0.000370167993702,0,0.000110975567033,adjacent,1.39809202061,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,ux,plus,0.000117855389433,0.000352623415464,0,0.000123749119301,adjacent,0.952373561109,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,ux,plus,9.23441838508e-05,0.000200200810091,0.05,0.000117855389433,previous_3,0.783538065549,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,ux,minus,0.000926612336283,0.00135812050628,0.95,,none,,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,ux,minus,0.000353631940614,0.000549376671971,0.95,0.000606913604198,adjacent,0.582672621223,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,ux,minus,0.000287214872112,0.000773485853551,0,0.000289222461402,adjacent,0.993058667435,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,ux,minus,0.000224812982191,0.000408456922789,0.95,0.000243001188612,adjacent,0.925151780017,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,ux,minus,0.000198787505112,0.000321228854853,0,0.000191453747526,adjacent,1.03830563612,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,ux,minus,0.000158094512861,0.000275512671004,0.15,0.000161981332518,adjacent,0.97600452103,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,ux,minus,0.000125175159925,0.000244242381892,0.95,0.000144846537315,adjacent,0.864191593706,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,ux,minus,0.00013159856177,0.000252020749968,0.95,0.000158094512861,previous_3,0.832404359826,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,ux,bottom_mid,8.36624487315e-07,1.55595170097e-06,0.95,,none,,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,ux,bottom_mid,1.14211975569e-06,1.87781661997e-06,0.95,6.11464864209e-05,adjacent,0.0186784200131,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,ux,bottom_mid,0.000121456348355,0.000266441328804,0,9.77176210065e-06,adjacent,12.4293190014,0.00992870552879,True,HIGH,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,ux,bottom_mid,1.84014044456e-05,3.16188015025e-05,0.7,8.29846496425e-05,adjacent,0.221744678382,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,ux,bottom_mid,4.45129509305e-05,7.82008127927e-05,0,2.30950444668e-05,adjacent,1.92738104464,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,ux,bottom_mid,2.7788684488e-05,5.68044652163e-05,0.8,3.58528182594e-05,adjacent,0.775076711876,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,ux,bottom_mid,2.71926855884e-05,7.98190248448e-05,0,3.68570083236e-05,adjacent,0.737788736124,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,ux,bottom_mid,4.59253321593e-05,7.66633160794e-05,0.25,2.7788684488e-05,previous_3,1.65266305352,0.00992870552879,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,uy,center,0.015757638394,0.0228441257637,0.55,,none,,0.27754090508,False,,../output/torsion_halfwave_lagrange_N08/response.txt
