z,polygon_idx,polygon_name,sigma_min,vertex_index_min,x_min,y_min,sigma_max,vertex_index_max,x_max,y_max,sigma_extreme,vertex_index_extreme,x_extreme,y_extreme
4.000000000000e+00,7,7_1_C,1.063048525914e+06,16,-2.103330877536e-17,-1.145000000000e-01,5.878959039924e+06,33,-3.597224264232e-02,-8.684467605606e-02,5.878959039924e+06,33,-3.597224264232e-02,-8.684467605606e-02
4.000000000000e+00,8,8_1_C,1.031010714235e+06,2,5.618248710489e-03,-1.143620797355e-01,5.183354301120e+06,17,3.597224264232e-02,-8.684467605606e-02,5.183354301120e+06,17,3.597224264232e-02,-8.684467605606e-02
4.000000000000e+00,9,9_1_C,2.047555172668e+06,0,4.381725300580e-02,-1.057842064725e-01,8.180635427869e+06,17,6.646803743154e-02,-6.646803743154e-02,8.180635427869e+06,17,6.646803743154e-02,-6.646803743154e-02
4.000000000000e+00,10,10_1_C,5.698498672805e+06,0,8.096372644586e-02,-8.096372644586e-02,1.291064753566e+07,17,8.684467605606e-02,-3.597224264232e-02,1.291064753566e+07,17,8.684467605606e-02,-3.597224264232e-02
4.000000000000e+00,11,11_1_C,1.146005597431e+07,0,1.057842064725e-01,-4.381725300580e-02,1.865328915874e+07,17,9.400000000000e-02,-2.302335982397e-17,1.865328915874e+07,17,9.400000000000e-02,-2.302335982397e-17
4.000000000000e+00,12,12_1_C,1.845508220668e+07,0,1.145000000000e-01,-2.804441170047e-17,2.561864803611e+07,16,1.057842064725e-01,4.381725300580e-02,2.561864803611e+07,16,1.057842064725e-01,4.381725300580e-02
4.000000000000e+00,13,13_1_C,2.453429516718e+07,33,8.684467605606e-02,3.597224264232e-02,3.186016550295e+07,16,8.096372644586e-02,8.096372644586e-02,3.186016550295e+07,16,8.096372644586e-02,8.096372644586e-02
4.000000000000e+00,14,14_1_C,2.965833570764e+07,33,6.646803743154e-02,6.646803743154e-02,3.622942015237e+07,16,4.381725300580e-02,1.057842064725e-01,3.622942015237e+07,16,4.381725300580e-02,1.057842064725e-01
4.000000000000e+00,15,15_1_C,3.324532205738e+07,33,3.597224264232e-02,8.684467605606e-02,3.806123257139e+07,16,3.505551462559e-17,1.145000000000e-01,3.806123257139e+07,16,3.505551462559e-17,1.145000000000e-01
4.000000000000e+00,16,0_2_CH,3.707672592464e+06,17,-4.381725300580e-02,1.057842064725e-01,4.141107092111e+06,2,-6.624136034201e-03,1.348373865877e-01,4.141107092111e+06,2,-6.624136034201e-03,1.348373865877e-01
4.000000000000e+00,17,1_2_CH,3.342578242450e+06,17,-8.096372644586e-02,8.096372644586e-02,4.021252505309e+06,0,-5.166226336929e-02,1.247237368890e-01,4.021252505309e+06,0,-5.166226336929e-02,1.247237368890e-01
4.000000000000e+00,18,2_2_CH,2.766422512300e+07,17,-1.057842064725e-01,4.381725300580e-02,3.590791917957e+07,0,-9.545941546018e-02,9.545941546018e-02,3.590791917957e+07,0,-9.545941546018e-02,9.545941546018e-02
4.000000000000e+00,19,3_2_CH,2.066919889062e+07,17,-1.145000000000e-01,1.402220585024e-17,2.911481668434e+07,0,-1.247237368890e-01,5.166226336929e-02,2.911481668434e+07,0,-1.247237368890e-01,5.166226336929e-02
4.000000000000e+00,20,4_2_CH,1.242128019226e+07,16,-1.247237368890e-01,-5.166226336929e-02,2.086740584268e+07,0,-1.350000000000e-01,1.653273178849e-17,2.086740584268e+07,0,-1.350000000000e-01,1.653273178849e-17
4.000000000000e+00,21,5_2_CH,5.062285799046e+06,16,-9.545941546018e-02,-9.545941546018e-02,1.350563306120e+07,33,-1.057842064725e-01,-4.381725300580e-02,1.350563306120e+07,33,-1.057842064725e-01,-4.381725300580e-02
4.000000000000e+00,22,6_2_CH,-8.923715005371e+04,16,-5.166226336929e-02,-1.247237368890e-01,7.264115594357e+06,33,-8.096372644586e-02,-8.096372644586e-02,7.264115594357e+06,33,-8.096372644586e-02,-8.096372644586e-02
4.000000000000e+00,23,7_2_CH,-2.249015984708e+06,16,-2.479909768273e-17,-1.350000000000e-01,2.894860944935e+06,33,-4.381725300580e-02,-1.057842064725e-01,2.894860944935e+06,33,-4.381725300580e-02,-1.057842064725e-01
4.000000000000e+00,24,8_2_CH,-2.286789823805e+06,2,6.624136034201e-03,-1.348373865877e-01,2.047555172668e+06,17,4.381725300580e-02,-1.057842064725e-01,-2.286789823805e+06,2,6.624136034201e-03,-1.348373865877e-01
4.000000000000e+00,25,9_2_CH,-1.088243955783e+06,0,5.166226336929e-02,-1.247237368890e-01,5.698498672805e+06,17,8.096372644586e-02,-8.096372644586e-02,5.698498672805e+06,17,8.096372644586e-02,-8.096372644586e-02
4.000000000000e+00,26,10_2_CH,3.216361917740e+06,0,9.545941546018e-02,-9.545941546018e-02,1.146005597431e+07,17,1.057842064725e-01,-4.381725300580e-02,1.146005597431e+07,17,1.057842064725e-01,-4.381725300580e-02
4.000000000000e+00,27,11_2_CH,1.000946441297e+07,0,1.247237368890e-01,-5.166226336929e-02,1.845508220668e+07,17,1.145000000000e-01,-2.804441170047e-17,1.845508220668e+07,17,1.145000000000e-01,-2.804441170047e-17
4.000000000000e+00,28,12_2_CH,1.825687525463e+07,0,1.350000000000e-01,-3.306546357698e-17,2.670300090505e+07,16,1.247237368890e-01,5.166226336929e-02,2.670300090505e+07,16,1.247237368890e-01,5.166226336929e-02
4.000000000000e+00,29,13_2_CH,2.561864803611e+07,33,1.057842064725e-01,4.381725300580e-02,3.406199529826e+07,16,9.545941546018e-02,9.545941546018e-02,3.406199529826e+07,16,9.545941546018e-02,9.545941546018e-02
4.000000000000e+00,30,14_2_CH,3.186016550295e+07,33,8.096372644586e-02,8.096372644586e-02,3.921351824736e+07,16,5.166226336929e-02,1.247237368890e-01,3.921351824736e+07,16,5.166226336929e-02,1.247237368890e-01
4.000000000000e+00,31,15_2_CH,3.622942015237e+06,33,4.381725300580e-02,1.057842064725e-01,4.137329708202e+06,16,4.133182947122e-17,1.350000000000e-01,4.137329708202e+06,16,4.133182947122e-17,1.350000000000e-01
4.000000000000e+00,32,0_3_C,4.021252505309e+06,17,-5.166226336929e-02,1.247237368890e-01,4.472887145915e+06,2,-7.630023357913e-03,1.553126934399e-01,4.472887145915e+06,2,-7.630023357913e-03,1.553126934399e-01
4.000000000000e+00,33,1_3_C,3.590791917957e+06,17,-9.545941546018e-02,9.545941546018e-02,4.334832418154e+06,0,-5.950727373277e-02,1.436632673055e-01,4.334832418154e+06,0,-5.950727373277e-02,1.436632673055e-01
4.000000000000e+00,34,2_3_C,2.911481668434e+07,17,-1.247237368890e-01,5.166226336929e-02,3.839005593463e+07,0,-1.099551044745e-01,1.099551044745e-01,3.839005593463e+07,0,-1.099551044745e-01,1.099551044745e-01
4.000000000000e+00,35,3_3_C,2.086740584268e+07,17,-1.350000000000e-01,1.653273178849e-17,3.056540824569e+07,0,-1.436632673055e-01,5.950727373277e-02,3.056540824569e+07,0,-1.436632673055e-01,5.950727373277e-02
4.000000000000e+00,36,4_3_C,1.133692732333e+07,16,-1.436632673055e-01,-5.950727373277e-02,2.106561279474e+07,0,-1.555000000000e-01,1.904325772674e-17,2.106561279474e+07,0,-1.555000000000e-01,1.904325772674e-17
4.000000000000e+00,37,5_3_C,2.860456003735e+06,16,-1.099551044745e-01,-1.099551044745e-01,1.242128019226e+07,33,-1.247237368890e-01,-5.166226336929e-02,1.242128019226e+07,33,-1.247237368890e-01,-5.166226336929e-02
4.000000000000e+00,38,6_3_C,-3.073335245043e+06,16,-5.950727373277e-02,-1.436632673055e-01,5.062285799046e+06,33,-9.545941546018e-02,-9.545941546018e-02,5.062285799046e+06,33,-9.545941546018e-02,-9.545941546018e-02
4.000000000000e+00,39,7_3_C,-5.561080495329e+06,16,-2.856488659011e-17,-1.555000000000e-01,-8.923715005371e+04,33,-5.166226336929e-02,-1.247237368890e-01,-5.561080495329e+06,16,-2.856488659011e-17,-1.555000000000e-01
4.000000000000e+00,40,8_3_C,-5.604590361846e+06,2,7.630023357913e-03,-1.553126934399e-01,-1.088243955783e+06,17,5.166226336929e-02,-1.247237368890e-01,-5.604590361846e+06,2,7.630023357913e-03,-1.553126934399e-01
4.000000000000e+00,41,9_3_C,-4.224043084235e+06,0,5.950727373277e-02,-1.436632673055e-01,3.216361917740e+06,17,9.545941546018e-02,-9.545941546018e-02,-4.224043084235e+06,0,5.950727373277e-02,-1.436632673055e-01
4.000000000000e+00,42,10_3_C,7.342251626749e+05,0,1.099551044745e-01,-1.099551044745e-01,1.000946441297e+07,17,1.247237368890e-01,-5.166226336929e-02,1.000946441297e+07,17,1.247237368890e-01,-5.166226336929e-02
4.000000000000e+00,43,11_3_C,8.558872851622e+06,0,1.436632673055e-01,-5.950727373277e-02,1.825687525463e+07,17,1.350000000000e-01,-3.306546357698e-17,1.825687525463e+07,17,1.350000000000e-01,-3.306546357698e-17
4.000000000000e+00,44,12_3_C,1.805866830257e+07,0,1.555000000000e-01,-3.808651545348e-17,2.778735377398e+07,16,1.436632673055e-01,5.950727373277e-02,2.778735377398e+07,16,1.436632673055e-01,5.950727373277e-02
4.000000000000e+00,45,13_3_C,2.670300090505e+07,33,1.247237368890e-01,5.166226336929e-02,3.626382509357e+07,16,1.099551044745e-01,1.099551044745e-01,3.626382509357e+07,16,1.099551044745e-01,1.099551044745e-01
4.000000000000e+00,46,14_3_C,3.406199529826e+07,33,9.545941546018e-02,9.545941546018e-02,4.219761634235e+07,16,5.950727373277e-02,1.436632673055e-01,4.219761634235e+07,16,5.950727373277e-02,1.436632673055e-01
4.000000000000e+00,47,15_3_C,3.921351824736e+06,33,5.166226336929e-02,1.247237368890e-01,4.468536159264e+06,16,4.760814431685e-17,1.555000000000e-01,4.468536159264e+06,16,4.760814431685e-17,1.555000000000e-01
4.000000000000e+00,48,0_4_C,4.334832418154e+06,17,-5.950727373277e-02,1.436632673055e-01,4.804667199719e+06,2,-8.635910681626e-03,1.757880002921e-01,4.804667199719e+06,2,-8.635910681626e-03,1.757880002921e-01
4.000000000000e+00,49,1_4_C,3.839005593463e+06,17,-1.099551044745e-01,1.099551044745e-01,4.648412331000e+06,0,-6.735228409626e-02,1.626027977220e-01,4.648412331000e+06,0,-6.735228409626e-02,1.626027977220e-01
4.000000000000e+00,50,2_4_C,3.056540824569e+07,17,-1.436632673055e-01,5.950727373277e-02,4.087219268970e+07,0,-1.244507934888e-01,1.244507934888e-01,4.087219268970e+07,0,-1.244507934888e-01,1.244507934888e-01
4.000000000000e+00,51,3_4_C,2.106561279474e+07,17,-1.555000000000e-01,1.904325772674e-17,3.201599980703e+07,0,-1.626027977220e-01,6.735228409626e-02,3.201599980703e+07,0,-1.626027977220e-01,6.735228409626e-02
4.000000000000e+00,52,4_4_C,1.025257445440e+07,16,-1.626027977220e-01,-6.735228409626e-02,2.126381974679e+07,0,-1.760000000000e-01,2.155378366499e-17,2.126381974679e+07,0,-1.760000000000e-01,2.155378366499e-17
4.000000000000e+00,53,5_4_C,6.586262084242e+05,16,-1.244507934888e-01,-1.244507934888e-01,1.133692732333e+07,33,-1.436632673055e-01,-5.950727373277e-02,1.133692732333e+07,33,-1.436632673055e-01,-5.950727373277e-02
4.000000000000e+00,54,6_4_C,-6.057433340032e+06,16,-6.735228409626e-02,-1.626027977220e-01,2.860456003735e+06,33,-1.099551044745e-01,-1.099551044745e-01,-6.057433340032e+06,16,-6.735228409626e-02,-1.626027977220e-01
4.000000000000e+00,55,7_4_C,-8.873145005951e+06,16,-3.233067549749e-17,-1.760000000000e-01,-3.073335245043e+06,33,-5.950727373277e-02,-1.436632673055e-01,-8.873145005951e+06,16,-3.233067549749e-17,-1.760000000000e-01
4.000000000000e+00,56,8_4_C,-8.922390899886e+06,2,8.635910681626e-03,-1.757880002921e-01,-4.224043084235e+06,17,5.950727373277e-02,-1.436632673055e-01,-8.922390899886e+06,2,8.635910681626e-03,-1.757880002921e-01
4.000000000000e+00,57,9_4_C,-7.359842212687e+06,0,6.735228409626e-02,-1.626027977220e-01,7.342251626749e+05,17,1.099551044745e-01,-1.099551044745e-01,-7.359842212687e+06,0,6.735228409626e-02,-1.626027977220e-01
4.000000000000e+00,58,10_4_C,-1.747911592390e+06,0,1.244507934888e-01,-1.244507934888e-01,8.558872851622e+06,17,1.436632673055e-01,-5.950727373277e-02,8.558872851622e+06,17,1.436632673055e-01,-5.950727373277e-02
4.000000000000e+00,59,11_4_C,7.108281290277e+06,0,1.626027977220e-01,-6.735228409626e-02,1.805866830257e+07,17,1.555000000000e-01,-3.808651545348e-17,1.805866830257e+07,17,1.555000000000e-01,-3.808651545348e-17
4.000000000000e+00,60,12_4_C,1.786046135052e+07,0,1.760000000000e-01,-4.310756732999e-17,2.887170664291e+07,16,1.626027977220e-01,6.735228409626e-02,2.887170664291e+07,16,1.626027977220e-01,6.735228409626e-02
4.000000000000e+00,61,13_4_C,2.778735377398e+07,33,1.436632673055e-01,5.950727373277e-02,3.846565488888e+07,16,1.244507934888e-01,1.244507934888e-01,3.846565488888e+07,16,1.244507934888e-01,1.244507934888e-01
4.000000000000e+00,62,14_4_C,3.626382509357e+07,33,1.099551044745e-01,1.099551044745e-01,4.518171443734e+07,16,6.735228409626e-02,1.626027977220e-01,4.518171443734e+07,16,6.735228409626e-02,1.626027977220e-01
4.000000000000e+00,63,15_4_C,4.219761634235e+06,33,5.950727373277e-02,1.436632673055e-01,4.799742610326e+06,16,5.388445916248e-17,1.760000000000e-01,4.799742610326e+06,16,5.388445916248e-17,1.760000000000e-01
4.000000000000e+00,64,0_2_S,2.326295262778e+07,8,-2.337182057753e-02,1.174980765923e-01,2.422502844569e+07,0,-2.532272379769e-02,1.273059293963e-01,2.422502844569e+07,0,-2.532272379769e-02,1.273059293963e-01
4.000000000000e+00,65,1_2_S,2.171752622110e+07,7,-6.835971347077e-02,9.886348121334e-02,2.267960203902e+07,15,-7.031061669093e-02,1.086713340174e-01,2.267960203902e+07,15,-7.031061669093e-02,1.086713340174e-01
4.000000000000e+00,66,2_2_S,1.857946479649e+08,6,-1.027919560053e-01,6.443123867883e-02,1.954154061440e+08,14,-1.047428592254e-01,7.423909148286e-02,1.954154061440e+08,14,-1.047428592254e-01,7.423909148286e-02
4.000000000000e+00,67,3_2_S,1.432650975922e+08,5,-1.214265513842e-01,1.944334578560e-02,1.528858557714e+08,13,-1.233774546044e-01,2.925119858963e-02,1.528858557714e+08,13,-1.233774546044e-01,2.925119858963e-02
4.000000000000e+00,68,4_2_S,9.606134960607e+07,4,-1.214265513842e-01,-2.925119858963e-02,1.056821077852e+08,12,-1.233774546044e-01,-1.944334578560e-02,1.056821077852e+08,12,-1.233774546044e-01,-1.944334578560e-02
4.000000000000e+00,69,5_2_S,5.136974673421e+07,3,-1.027919560053e-01,-7.423909148286e-02,6.099050491333e+07,11,-1.047428592254e-01,-6.443123867883e-02,6.099050491333e+07,11,-1.047428592254e-01,-6.443123867883e-02
4.000000000000e+00,70,6_2_S,1.599418038351e+07,2,-6.835971347077e-02,-1.086713340174e-01,2.561493856263e+07,10,-7.031061669093e-02,-9.886348121334e-02,2.561493856263e+07,10,-7.031061669093e-02,-9.886348121334e-02
4.000000000000e+00,71,7_2_S,-4.679740149435e+06,1,-2.337182057753e-02,-1.273059293963e-01,4.941018029685e+06,9,-2.532272379769e-02,-1.174980765923e-01,4.941018029685e+06,9,-2.532272379769e-02,-1.174980765923e-01
4.000000000000e+00,72,8_2_S,-7.504597873052e+06,0,2.532272379769e-02,-1.273059293963e-01,2.116160306068e+06,8,2.337182057753e-02,-1.174980765923e-01,-7.504597873052e+06,0,2.532272379769e-02,-1.273059293963e-01
4.000000000000e+00,73,9_2_S,7.949666193685e+06,15,7.031061669093e-02,-1.086713340174e-01,1.757042437281e+07,7,6.835971347077e-02,-9.886348121334e-02,1.757042437281e+07,7,6.835971347077e-02,-9.886348121334e-02
4.000000000000e+00,74,10_2_S,3.933028043987e+07,14,1.047428592254e-01,-7.423909148286e-02,4.895103861899e+07,6,1.027919560053e-01,-6.443123867883e-02,4.895103861899e+07,6,1.027919560053e-01,-6.443123867883e-02
4.000000000000e+00,75,11_2_S,8.185983081249e+07,13,1.233774546044e-01,-2.925119858963e-02,9.148058899161e+07,5,1.214265513842e-01,-1.944334578560e-02,9.148058899161e+07,5,1.214265513842e-01,-1.944334578560e-02
4.000000000000e+00,76,12_2_S,1.290635787987e+08,12,1.233774546044e-01,1.944334578560e-02,1.386843369778e+08,4,1.214265513842e-01,2.925119858963e-02,1.386843369778e+08,4,1.214265513842e-01,2.925119858963e-02
4.000000000000e+00,77,13_2_S,1.737551816705e+08,11,1.047428592254e-01,6.443123867883e-02,1.833759398496e+08,3,1.027919560053e-01,7.423909148286e-02,1.833759398496e+08,3,1.027919560053e-01,7.423909148286e-02
4.000000000000e+00,78,14_2_S,2.091307480212e+08,10,7.031061669093e-02,9.886348121334e-02,2.187515062003e+08,2,6.835971347077e-02,1.086713340174e-01,2.187515062003e+08,2,6.835971347077e-02,1.086713340174e-01
4.000000000000e+00,79,15_2_S,2.298046685542e+07,9,2.532272379769e-02,1.174980765923e-01,2.394254267333e+07,1,2.337182057753e-02,1.273059293963e-01,2.394254267333e+07,1,2.337182057753e-02,1.273059293963e-01
5.000000000000e+00,0,0_1_C,3.481883400943e+07,17,-3.444150891286e-02,8.314915792602e-02,3.900950223752e+07,2,-5.397444176016e-03,1.098675001826e-01,3.900950223752e+07,2,-5.397444176016e-03,1.098675001826e-01
5.000000000000e+00,1,1_1_C,3.183929277495e+07,17,-6.363961030679e-02,6.363961030679e-02,3.799628623603e+07,0,-4.209517756016e-02,1.016267485762e-01,3.799628623603e+07,0,-4.209517756016e-02,1.016267485762e-01
5.000000000000e+00,2,2_1_C,2.713653734361e+07,17,-8.314915792602e-02,3.444150891286e-02,3.435462472722e+07,0,-7.778174593052e-02,7.778174593052e-02,3.435462472722e+07,0,-7.778174593052e-02,7.778174593052e-02
5.000000000000e+00,3,3_1_C,2.142651959923e+07,17,-9.000000000000e-02,1.102182119233e-17,2.860681253336e+07,0,-1.016267485762e-01,4.209517756016e-02,2.860681253336e+07,0,-1.016267485762e-01,4.209517756016e-02
5.000000000000e+00,4,4_1_C,1.448036886914e+07,16,-1.016267485762e-01,-4.209517756016e-02,2.162790195690e+07,0,-1.100000000000e-01,1.347111479062e-17,2.162790195690e+07,0,-1.100000000000e-01,1.347111479062e-17
5.000000000000e+00,5,5_1_C,8.252360390139e+06,16,-7.778174593052e-02,-7.778174593052e-02,1.557853798198e+07,33,-8.314915792602e-02,-3.444150891286e-02,1.557853798198e+07,33,-8.314915792602e-02,-3.444150891286e-02
5.000000000000e+00,6,6_1_C,3.892034353783e+06,16,-4.209517756016e-02,-1.016267485762e-01,1.048289468097e+07,33,-6.363961030679e-02,-6.363961030679e-02,1.048289468097e+07,33,-6.363961030679e-02,-6.363961030679e-02
5.000000000000e+00,7,7_1_C,2.063210872655e+06,16,-2.020667218593e-17,-1.100000000000e-01,6.915355196682e+06,33,-3.444150891286e-02,-8.314915792602e-02,6.915355196682e+06,33,-3.444150891286e-02,-8.314915792602e-02
5.000000000000e+00,8,8_1_C,2.031095741940e+06,2,5.397444176016e-03,-1.098675001826e-01,6.221763970031e+06,17,3.444150891286e-02,-8.314915792602e-02,6.221763970031e+06,17,3.444150891286e-02,-8.314915792602e-02
5.000000000000e+00,9,9_1_C,3.044311743432e+06,0,4.209517756016e-02,-1.016267485762e-01,9.201305204509e+06,17,6.363961030679e-02,-6.363961030679e-02,9.201305204509e+06,17,6.363961030679e-02,-6.363961030679e-02
5.000000000000e+00,10,10_1_C,6.685973252238e+06,0,7.778174593052e-02,-7.778174593052e-02,1.390406063585e+07,17,8.314915792602e-02,-3.444150891286e-02,1.390406063585e+07,17,8.314915792602e-02,-3.444150891286e-02
5.000000000000e+00,11,11_1_C,1.243378544610e+07,0,1.016267485762e-01,-4.209517756016e-02,1.961407838022e+07,17,9.000000000000e-02,-2.204364238465e-17,1.961407838022e+07,17,9.000000000000e-02,-2.204364238465e-17
5.000000000000e+00,12,12_1_C,1.941269602256e+07,0,1.100000000000e-01,-2.694222958124e-17,2.656022911032e+07,16,1.016267485762e-01,4.209517756016e-02,2.656022911032e+07,16,1.016267485762e-01,4.209517756016e-02
5.000000000000e+00,13,13_1_C,2.546205999748e+07,33,8.314915792602e-02,3.444150891286e-02,3.278823758932e+07,16,7.778174593052e-02,7.778174593052e-02,3.278823758932e+07,16,7.778174593052e-02,7.778174593052e-02
5.000000000000e+00,14,14_1_C,3.055770329848e+07,33,6.363961030679e-02,6.363961030679e-02,3.714856362567e+07,16,4.209517756016e-02,1.016267485762e-01,3.714856362567e+07,16,4.209517756016e-02,1.016267485762e-01
5.000000000000e+00,15,15_1_C,3.412524278278e+07,33,3.444150891286e-02,8.314915792602e-02,3.897738710680e+07,16,3.367778697655e-17,1.100000000000e-01,3.897738710680e+07,16,3.367778697655e-17,1.100000000000e-01
5.000000000000e+00,16,0_2_CH,3.799628623603e+06,17,-4.209517756016e-02,1.016267485762e-01,4.237117555530e+06,2,-6.378797662564e-03,1.298434093067e-01,4.237117555530e+06,2,-6.378797662564e-03,1.298434093067e-01
5.000000000000e+00,17,1_2_CH,3.435462472722e+06,17,-7.778174593052e-02,7.778174593052e-02,4.117373846263e+06,0,-4.974884620746e-02,1.201043392265e-01,4.117373846263e+06,0,-4.974884620746e-02,1.201043392265e-01
5.000000000000e+00,18,2_2_CH,2.860681253336e+07,17,-1.016267485762e-01,4.209517756016e-02,3.686995667949e+07,0,-9.192388155425e-02,9.192388155425e-02,3.686995667949e+07,0,-9.192388155425e-02,9.192388155425e-02
5.000000000000e+00,19,3_2_CH,2.162790195690e+07,17,-1.100000000000e-01,1.347111479062e-17,3.007708772311e+07,0,-1.201043392265e-01,4.974884620746e-02,3.007708772311e+07,0,-1.201043392265e-01,4.974884620746e-02
5.000000000000e+00,20,4_2_CH,1.338219975631e+07,16,-1.201043392265e-01,-4.974884620746e-02,2.182928431457e+07,0,-1.300000000000e-01,1.592040838892e-17,2.182928431457e+07,0,-1.300000000000e-01,1.592040838892e-17
5.000000000000e+00,21,5_2_CH,6.021826099305e+06,16,-9.192388155425e-02,-9.192388155425e-02,1.448036886914e+07,33,-1.016267485762e-01,-4.209517756016e-02,1.448036886914e+07,33,-1.016267485762e-01,-4.209517756016e-02
5.000000000000e+00,22,6_2_CH,8.687135108838e+05,16,-4.974884620746e-02,-1.201043392265e-01,8.252360390139e+06,33,-7.778174593052e-02,-7.778174593052e-02,8.252360390139e+06,33,-7.778174593052e-02,-7.778174593052e-02
5.000000000000e+00,23,7_2_CH,-1.292623330449e+06,16,-2.388061258337e-17,-1.300000000000e-01,3.892034353783e+06,33,-4.209517756016e-02,-1.016267485762e-01,3.892034353783e+06,33,-4.209517756016e-02,-1.016267485762e-01
5.000000000000e+00,24,8_2_CH,-1.330577575840e+06,2,6.378797662564e-03,-1.298434093067e-01,3.044311743432e+06,17,4.209517756016e-02,-1.016267485762e-01,3.044311743432e+06,17,4.209517756016e-02,-1.016267485762e-01
5.000000000000e+00,25,9_2_CH,-1.331404831677e+05,0,4.974884620746e-02,-1.201043392265e-01,6.685973252238e+06,17,7.778174593052e-02,-7.778174593052e-02,6.685973252238e+06,17,7.778174593052e-02,-7.778174593052e-02
5.000000000000e+00,26,10_2_CH,4.170641299967e+06,0,9.192388155425e-02,-9.192388155425e-02,1.243378544610e+07,17,1.016267485762e-01,-4.209517756016e-02,1.243378544610e+07,17,1.016267485762e-01,-4.209517756016e-02
5.000000000000e+00,27,11_2_CH,1.096351025635e+07,0,1.201043392265e-01,-4.974884620746e-02,1.941269602256e+07,17,1.100000000000e-01,-2.694222958124e-17,1.941269602256e+07,17,1.100000000000e-01,-2.694222958124e-17
5.000000000000e+00,28,12_2_CH,1.921131366489e+07,0,1.300000000000e-01,-3.184081677783e-17,2.765839822315e+07,16,1.201043392265e-01,4.974884620746e-02,2.765839822315e+07,16,1.201043392265e-01,4.974884620746e-02
5.000000000000e+00,29,13_2_CH,2.656022911032e+07,33,1.016267485762e-01,4.209517756016e-02,3.501877188015e+07,16,9.192388155425e-02,9.192388155425e-02,3.501877188015e+07,16,9.192388155425e-02,9.192388155425e-02
5.000000000000e+00,30,14_2_CH,3.278823758932e+07,33,7.778174593052e-02,7.778174593052e-02,4.017188446857e+07,16,4.974884620746e-02,1.201043392265e-01,4.017188446857e+07,16,4.974884620746e-02,1.201043392265e-01
5.000000000000e+00,31,15_2_CH,3.714856362567e+06,33,4.209517756016e-02,1.016267485762e-01,4.233322130991e+06,16,3.980102097229e-17,1.300000000000e-01,4.233322130991e+06,16,3.980102097229e-17,1.300000000000e-01
5.000000000000e+00,32,0_3_C,4.117373846263e+06,17,-4.974884620746e-02,1.201043392265e-01,4.573284887308e+06,2,-7.360151149113e-03,1.498193184308e-01,4.573284887308e+06,2,-7.360151149113e-03,1.498193184308e-01
5.000000000000e+00,33,1_3_C,3.686995667949e+06,17,-9.192388155425e-02,9.192388155425e-02,4.435119068923e+06,0,-5.740251485476e-02,1.385819298767e-01,4.435119068923e+06,0,-5.740251485476e-02,1.385819298767e-01
5.000000000000e+00,34,2_3_C,3.007708772311e+07,17,-1.201043392265e-01,4.974884620746e-02,3.938528863176e+07,0,-1.060660171780e-01,1.060660171780e-01,3.938528863176e+07,0,-1.060660171780e-01,1.060660171780e-01
5.000000000000e+00,35,3_3_C,2.182928431457e+07,17,-1.300000000000e-01,1.592040838892e-17,3.154736291286e+07,0,-1.385819298767e-01,5.740251485476e-02,3.154736291286e+07,0,-1.385819298767e-01,5.740251485476e-02
5.000000000000e+00,36,4_3_C,1.228403064347e+07,16,-1.385819298767e-01,-5.740251485476e-02,2.203066667224e+07,0,-1.500000000000e-01,1.836970198721e-17,2.203066667224e+07,0,-1.500000000000e-01,1.836970198721e-17
5.000000000000e+00,37,5_3_C,3.791291808470e+06,16,-1.060660171780e-01,-1.060660171780e-01,1.338219975631e+07,33,-1.201043392265e-01,-4.974884620746e-02,1.338219975631e+07,33,-1.201043392265e-01,-4.974884620746e-02
5.000000000000e+00,38,6_3_C,-2.154607332015e+06,16,-5.740251485476e-02,-1.385819298767e-01,6.021826099305e+06,33,-9.192388155425e-02,-9.192388155425e-02,6.021826099305e+06,33,-9.192388155425e-02,-9.192388155425e-02
5.000000000000e+00,39,7_3_C,-4.648457533553e+06,16,-2.755455298082e-17,-1.500000000000e-01,8.687135108838e+05,33,-4.974884620746e-02,-1.201043392265e-01,-4.648457533553e+06,16,-2.755455298082e-17,-1.500000000000e-01
5.000000000000e+00,40,8_3_C,-4.692250893620e+06,2,7.360151149113e-03,-1.498193184308e-01,-1.331404831677e+05,17,4.974884620746e-02,-1.201043392265e-01,-4.692250893620e+06,2,7.360151149113e-03,-1.498193184308e-01
5.000000000000e+00,41,9_3_C,-3.310592709767e+06,0,5.740251485476e-02,-1.385819298767e-01,4.170641299967e+06,17,9.192388155425e-02,-9.192388155425e-02,4.170641299967e+06,17,9.192388155425e-02,-9.192388155425e-02
5.000000000000e+00,42,10_3_C,1.655309347696e+06,0,1.060660171780e-01,-1.060660171780e-01,1.096351025635e+07,17,1.201043392265e-01,-4.974884620746e-02,1.096351025635e+07,17,1.201043392265e-01,-4.974884620746e-02
5.000000000000e+00,43,11_3_C,9.493235066601e+06,0,1.385819298767e-01,-5.740251485476e-02,1.921131366489e+07,17,1.300000000000e-01,-3.184081677783e-17,1.921131366489e+07,17,1.300000000000e-01,-3.184081677783e-17
5.000000000000e+00,44,12_3_C,1.900993130722e+07,0,1.500000000000e-01,-3.673940397442e-17,2.875656733598e+07,16,1.385819298767e-01,5.740251485476e-02,2.875656733598e+07,16,1.385819298767e-01,5.740251485476e-02
